home,away,home_score,away_score,date,line,score,cover
Morehead St.,Lipscomb,55.0,87.0,2018-11-25,-3.5,-32.0,0
Fairleigh Dickinson,Lafayette,76.0,80.0,2018-11-25,7.0,-4.0,0
SIU Edwardsville,Incarnate Word,80.0,68.0,2018-11-25,7.0,12.0,1
Florida Atlantic,Florida Gulf Coast,85.0,68.0,2018-11-25,2.5,17.0,1
UNC Asheville,Furman,51.0,65.0,2018-11-25,-14.0,-14.0,2
Towson,Loyola MD,85.0,69.0,2018-11-25,4.0,16.0,1
Brown,Bryant,84.0,60.0,2018-11-25,11.5,24.0,1
Richmond,Hampton,66.0,86.0,2018-11-25,10.0,-20.0,0
USC,Cal St. Bakersfield,90.0,75.0,2018-11-25,14.0,15.0,1
Samford,South Carolina St.,77.0,60.0,2018-11-25,14.0,17.0,1
Clemson,Nebraska,66.0,68.0,2018-11-26,3.5,-2.0,0
Delaware,Louisiana Tech,75.0,71.0,2018-11-26,-3.0,4.0,1
TCU,Eastern Michigan,87.0,69.0,2018-11-26,13.5,18.0,1
Boston College,Minnesota,68.0,56.0,2018-11-26,1.0,12.0,1
California,Santa Clara,78.0,66.0,2018-11-26,7.0,12.0,1
South Carolina,Wofford,61.0,81.0,2018-11-26,8.0,-20.0,0
Iowa St.,Nebraska Omaha,82.0,55.0,2018-11-26,19.0,27.0,1
Alabama,Murray St.,78.0,72.0,2018-11-26,8.5,6.0,0
Gonzaga,North Dakota St.,102.0,60.0,2018-11-26,26.5,42.0,1
Pepperdine,Idaho St.,97.0,82.0,2018-11-26,6.5,15.0,1
Bethune Cookman,Stetson,84.0,74.0,2018-11-26,8.0,10.0,1
Mississippi St.,Alcorn St.,88.0,65.0,2018-11-26,32.0,23.0,0
Houston Baptist,UTSA,82.0,86.0,2018-11-26,-4.0,-4.0,2
UT Rio Grande Valley,Texas A&M Corpus Chris,68.0,59.0,2018-11-26,4.0,9.0,1
Oregon,Texas Southern,84.0,89.0,2018-11-26,24.0,-5.0,0
Davidson,Charlotte,76.0,56.0,2018-11-27,18.0,20.0,1
UNC Wilmington,East Carolina,95.0,86.0,2018-11-27,7.0,9.0,1
Notre Dame,Illinois,76.0,74.0,2018-11-27,5.5,2.0,0
Penn St.,Virginia Tech,63.0,62.0,2018-11-27,-1.5,1.0,1
Louisville,Michigan St.,82.0,78.0,2018-11-27,-5.0,4.0,1
Drake,Boise St.,83.0,74.0,2018-11-27,-4.0,9.0,1
Loyola Chicago,Nevada,65.0,79.0,2018-11-27,-5.5,-14.0,0
Oklahoma,North Texas,73.0,57.0,2018-11-27,9.0,16.0,1
Tulsa,UT Arlington,72.0,58.0,2018-11-27,8.0,14.0,1
Colorado St.,Southern Illinois,67.0,82.0,2018-11-27,-1.5,-15.0,0
Iowa,Pittsburgh,69.0,68.0,2018-11-27,12.5,1.0,0
Missouri,Temple,77.0,79.0,2018-11-27,3.5,-2.0,0
Wisconsin,N.C. State,79.0,75.0,2018-11-27,8.5,4.0,0
Duke,Indiana,90.0,69.0,2018-11-27,14.5,21.0,1
Washington St.,Cal St. Northridge,103.0,94.0,2018-11-27,12.5,9.0,0
Georgia Southern,East Tennessee St.,64.0,69.0,2018-11-27,4.0,-5.0,0
Ohio,Iona,89.0,65.0,2018-11-27,-1.0,24.0,1
Wake Forest,Western Carolina,71.0,64.0,2018-11-27,15.5,7.0,0
Morehead St.,Northern Kentucky,71.0,93.0,2018-11-27,-4.5,-22.0,0
Baylor,South Dakota,63.0,57.0,2018-11-27,12.0,6.0,0
Montana St.,North Dakota,81.0,76.0,2018-11-27,-1.0,5.0,1
Washington,Eastern Washington,83.0,59.0,2018-11-27,16.5,24.0,1
Sacred Heart,Hartford,98.0,89.0,2018-11-27,-3.5,9.0,1
St. John's,Maryland Eastern Shore,85.0,64.0,2018-11-27,29.5,21.0,0
Cincinnati,Arkansas Pine Bluff,105.0,49.0,2018-11-27,27.5,56.0,1
Florida,North Florida,98.0,66.0,2018-11-27,18.5,32.0,1
Norfolk St.,Stony Brook,73.0,79.0,2018-11-27,-3.5,-6.0,0
Connecticut,UMass Lowell,97.0,75.0,2018-11-27,17.0,22.0,1
The Citadel,High Point,112.0,87.0,2018-11-27,3.0,25.0,1
VMI,American,64.0,74.0,2018-11-27,-2.5,-10.0,0
Georgia,Kennesaw St.,84.0,51.0,2018-11-27,19.0,33.0,1
Northwestern St.,Louisiana Monroe,52.0,80.0,2018-11-27,-7.5,-28.0,0
Delaware St.,Penn,48.0,76.0,2018-11-27,-19.5,-28.0,0
Marquette,Charleston Southern,76.0,55.0,2018-11-27,19.5,21.0,1
SMU,Lamar,79.0,65.0,2018-11-27,13.5,14.0,1
Liberty,North Florida,70.0,64.0,2018-11-09,10.5,6.0,0
Lehigh,Bucknell,83.0,85.0,2018-11-09,3.0,-2.0,0
Gardner Webb,Hampton,87.0,74.0,2018-11-09,6.5,13.0,1
Houston Baptist,Sam Houston St.,65.0,71.0,2018-11-09,1.0,-6.0,0
Texas Southern,Grambling St.,87.0,88.0,2018-11-09,9.5,-1.0,0
Utah Valley,New Mexico St.,78.0,83.0,2018-11-09,-1.0,-5.0,0
Grand Canyon,UMKC,78.0,50.0,2018-11-09,11.5,28.0,1
Seattle,UT Rio Grande Valley,62.0,67.0,2018-11-09,7.0,-5.0,0
Cal St. Bakersfield,Chicago St.,86.0,73.0,2018-11-09,20.5,13.0,0
Boston College,Florida St.,87.0,82.0,2018-12-00,-6.0,5.0,1
Marquette,Providence,79.0,68.0,2018-12-00,5.5,11.0,1
Iowa,Illinois,95.0,71.0,2018-12-00,9.0,24.0,1
George Washington,Duquesne,85.0,91.0,2018-12-00,-3.0,-6.0,0
Drake,Missouri St.,74.0,63.0,2018-12-00,6.5,11.0,1
Southern Illinois,Bradley,54.0,57.0,2018-12-00,8.0,-3.0,0
Utah,Colorado,78.0,69.0,2018-12-00,2.0,9.0,1
Monmouth,Iona,83.0,81.0,2018-12-00,1.0,2.0,1
Denver,Oral Roberts,74.0,58.0,2018-12-00,3.0,16.0,1
Nebraska Omaha,South Dakota,75.0,68.0,2018-12-00,5.5,7.0,1
Charlotte,Old Dominion,70.0,76.0,2018-12-01,-7.0,-6.0,1
Michigan St.,Maryland,69.0,55.0,2018-12-01,9.5,14.0,1
North Carolina,Virginia Tech,103.0,82.0,2018-12-01,4.0,21.0,1
Rutgers,Nebraska,76.0,69.0,2018-12-01,-10.5,7.0,1
Georgetown,Creighton,87.0,91.0,2018-12-01,1.0,-4.0,0
Western Kentucky,Marshall,68.0,59.0,2018-12-01,5.0,9.0,1
West Virginia,Baylor,73.0,85.0,2018-12-01,2.0,-12.0,0
Kansas,Iowa St.,80.0,76.0,2018-12-01,4.5,4.0,0
Manhattan,Marist,46.0,62.0,2018-12-01,-1.0,-16.0,0
Idaho St.,Northern Colorado,53.0,77.0,2018-12-01,-1.5,-24.0,0
Fairleigh Dickinson,Mount St. Mary's,87.0,69.0,2018-12-01,8.0,18.0,1
Winthrop,UNC Asheville,66.0,45.0,2018-12-01,22.0,21.0,0
LIU,St. Francis NY,70.0,79.0,2018-12-01,4.0,-9.0,0
Sacred Heart,Wagner,62.0,38.0,2018-12-01,3.5,24.0,1
Central Connecticut,Robert Morris,59.0,70.0,2018-12-01,3.0,-11.0,0
Bethune Cookman,Maryland Eastern Shore,89.0,68.0,2018-12-01,12.5,21.0,1
USC Upstate,Presbyterian,59.0,68.0,2018-12-01,-3.0,-9.0,0
North Carolina Central,Morgan St.,92.0,64.0,2018-12-01,3.5,28.0,1
Bryant,St. Francis PA,76.0,67.0,2018-12-01,-3.5,9.0,1
Prairie View A&M,Grambling St.,83.0,66.0,2018-12-01,4.0,17.0,1
Longwood,Radford,61.0,72.0,2018-12-01,-4.5,-11.0,0
Texas Southern,Jackson St.,75.0,65.0,2018-12-01,12.0,10.0,0
North Florida,NJIT,72.0,76.0,2018-12-01,5.0,-4.0,0
Florida Gulf Coast,Stetson,87.0,65.0,2018-12-01,10.5,22.0,1
South Carolina St.,Norfolk St.,69.0,74.0,2018-12-01,0.0,-5.0,0
North Carolina A&T,Coppin St.,80.0,71.0,2018-12-01,11.5,9.0,0
Lipscomb,Kennesaw St.,86.0,57.0,2018-12-01,29.0,29.0,2
Florida A&M,Delaware St.,60.0,47.0,2018-12-01,11.5,13.0,1
Southern,Mississippi Valley St.,80.0,56.0,2018-12-01,7.5,24.0,1
Alcorn St.,Arkansas Pine Bluff,74.0,69.0,2018-12-01,-3.5,5.0,1
South Carolina,Auburn,80.0,77.0,2018-12-02,-7.0,3.0,1
Kentucky,Mississippi St.,76.0,55.0,2018-12-02,6.5,21.0,1
Ball St.,Miami OH,65.0,71.0,2018-12-02,9.0,-6.0,0
Butler,Villanova,72.0,80.0,2018-12-02,1.5,-8.0,0
Ohio,Western Michigan,81.0,76.0,2018-12-02,6.0,5.0,0
Eastern Michigan,Bowling Green,67.0,80.0,2018-12-02,1.5,-13.0,0
Akron,Central Michigan,70.0,67.0,2018-12-02,6.0,3.0,0
Kent St.,Toledo,87.0,85.0,2018-12-02,-2.5,2.0,1
Florida St.,Clemson,77.0,68.0,2018-12-02,5.5,9.0,1
Kansas St.,Texas Tech,58.0,45.0,2018-12-02,0.0,13.0,1
Georgia Tech,Notre Dame,63.0,61.0,2018-12-02,1.5,2.0,1
Michigan,Minnesota,59.0,57.0,2018-12-02,13.0,2.0,0
Northern Illinois,Buffalo,77.0,75.0,2018-12-02,-8.5,2.0,1
South Florida,Wichita St.,54.0,41.0,2018-12-02,3.5,13.0,1
Florida,Texas A&M,81.0,72.0,2018-12-02,11.0,9.0,0
Virginia,Wake Forest,68.0,45.0,2018-12-02,24.0,23.0,0
Pittsburgh,Duke,64.0,79.0,2018-12-02,-12.0,-15.0,0
Northwestern,Indiana,73.0,66.0,2018-12-02,0.0,7.0,1
Alabama,Mississippi,74.0,53.0,2018-12-02,1.0,21.0,1
Air Force,Boise St.,74.0,60.0,2018-12-02,-3.5,14.0,1
UNLV,New Mexico,74.0,58.0,2018-12-02,4.5,16.0,1
Fresno St.,San Diego St.,66.0,62.0,2018-12-02,9.0,4.0,0
Niagara,Saint Peter's,72.0,74.0,2018-12-02,3.5,-2.0,0
Xavier,Providence,62.0,64.0,2018-12-03,3.5,-2.0,0
Ohio St.,Purdue,67.0,79.0,2018-12-03,-1.5,-12.0,0
Massachusetts,St. Bonaventure,51.0,65.0,2018-12-03,3.0,-14.0,0
Fordham,La Salle,71.0,73.0,2018-12-03,4.0,-2.0,0
Davidson,George Washington,73.0,62.0,2018-12-03,15.5,11.0,0
Saint Joseph's,Richmond,74.0,70.0,2018-12-03,3.5,4.0,1
TCU,Texas,65.0,61.0,2018-12-03,5.0,4.0,0
Indiana St.,Valparaiso,70.0,53.0,2018-12-03,3.0,17.0,1
Dayton,George Mason,63.0,67.0,2018-12-03,6.5,-4.0,0
Rhode Island,VCU,71.0,65.0,2018-12-03,-1.0,6.0,1
Bradley,Illinois St.,85.0,68.0,2018-12-03,0.0,17.0,1
Vanderbilt,Tennessee,83.0,88.0,2018-12-03,-11.5,-5.0,1
LSU,Georgia,92.0,82.0,2018-12-03,12.0,10.0,0
Florida Atlantic,FIU,74.0,78.0,2018-12-03,1.0,-4.0,0
Duquesne,Saint Louis,77.0,73.0,2018-12-03,-2.0,4.0,1
Southern Illinois,Northern Iowa,70.0,62.0,2018-12-03,6.5,8.0,1
Drake,Evansville,78.0,66.0,2018-12-03,7.0,12.0,1
Houston,East Carolina,94.0,50.0,2018-12-03,19.0,44.0,1
Tulane,UCF,50.0,75.0,2018-12-03,-13.0,-25.0,0
Marquette,DePaul,79.0,69.0,2018-12-03,10.5,10.0,0
Arkansas,Missouri,72.0,60.0,2018-12-03,4.5,12.0,1
Missouri St.,Loyola Chicago,70.0,35.0,2018-12-03,-5.5,35.0,1
Oklahoma St.,Oklahoma,61.0,70.0,2018-12-03,-3.0,-9.0,0
Illinois,Wisconsin,60.0,72.0,2018-12-03,-6.0,-12.0,0
Wyoming,San Jose St.,59.0,46.0,2018-12-03,7.0,13.0,1
Cal Poly,UC Riverside,51.0,74.0,2018-12-03,1.5,-23.0,0
Cal St. Northridge,Long Beach St.,86.0,71.0,2018-12-03,-1.0,15.0,1
Nevada,Colorado St.,100.0,60.0,2018-12-03,19.5,40.0,1
Hawaii,UC Irvine,74.0,75.0,2018-12-03,-2.0,-1.0,1
North Dakota,South Dakota,56.0,70.0,2018-12-03,2.0,-14.0,0
Colgate,Lafayette,57.0,47.0,2018-12-03,12.5,10.0,0
Army,Holy Cross,76.0,57.0,2018-12-03,-1.0,19.0,1
Hartford,New Hampshire,74.0,39.0,2018-12-03,14.0,35.0,1
Navy,Lehigh,74.0,85.0,2018-12-03,-6.0,-11.0,0
Vermont,UMBC,61.0,74.0,2018-12-03,14.5,-13.0,0
Binghamton,UMass Lowell,79.0,85.0,2018-12-03,-3.5,-6.0,0
Bucknell,Loyola MD,71.0,68.0,2018-12-03,13.0,3.0,0
Albany,Stony Brook,66.0,67.0,2018-12-03,-4.5,-1.0,1
Northwestern St.,Sam Houston St.,64.0,78.0,2018-12-03,-7.0,-14.0,0
Stephen F. Austin,Abilene Christian,61.0,60.0,2018-12-03,-1.0,1.0,1
Houston Baptist,Southeastern Louisiana,67.0,70.0,2018-12-03,5.0,-3.0,0
Central Arkansas,New Orleans,76.0,71.0,2018-12-03,4.5,5.0,1
Texas A&M Corpus Chris,Nicholls St.,75.0,73.0,2018-12-03,5.0,2.0,0
Lamar,Incarnate Word,87.0,81.0,2018-12-03,10.5,6.0,0
Boston University,American,66.0,70.0,2018-12-03,1.5,-4.0,0
IUPUI,Oakland,73.0,71.0,2018-12-04,4.0,2.0,0
Northern Kentucky,Green Bay,87.0,65.0,2018-12-04,11.5,22.0,1
UNC Wilmington,William & Mary,93.0,88.0,2018-12-04,0.0,5.0,1
James Madison,Hofstra,68.0,85.0,2018-12-04,-8.0,-17.0,0
Temple,Memphis,85.0,76.0,2018-12-04,3.5,9.0,1
Wright St.,Milwaukee,56.0,54.0,2018-12-04,12.0,2.0,0
Georgia St.,Texas St.,68.0,81.0,2018-12-04,3.0,-13.0,0
Georgia Southern,UT Arlington,67.0,72.0,2018-12-04,9.5,-5.0,0
Iowa,Michigan St.,67.0,82.0,2018-12-04,-5.5,-15.0,0
Charleston,Elon,72.0,53.0,2018-12-04,15.0,19.0,1
Towson,Northeastern,75.0,72.0,2018-12-04,-8.5,3.0,1
Cincinnati,Tulsa,88.0,64.0,2018-12-04,13.0,24.0,1
Little Rock,Coastal Carolina,71.0,72.0,2018-12-04,1.0,-1.0,0
Syracuse,Miami FL,73.0,53.0,2018-12-04,9.0,20.0,1
Louisville,N.C. State,84.0,77.0,2018-12-04,5.5,7.0,1
Louisiana Monroe,Troy,75.0,69.0,2018-12-04,6.0,6.0,2
Lafayette,South Alabama,88.0,84.0,2018-12-04,9.5,4.0,0
Southern Miss,Western Kentucky,63.0,66.0,2018-12-04,-1.0,-3.0,0
Rice,Middle Tennessee,79.0,68.0,2018-12-04,5.0,11.0,1
Arkansas St.,Appalachian St.,82.0,81.0,2018-12-04,3.0,1.0,0
North Texas,UAB,49.0,52.0,2018-12-04,6.5,-3.0,0
UTSA,Charlotte,88.0,43.0,2018-12-04,8.0,45.0,1
Illinois Chicago,Detroit,79.0,67.0,2018-12-04,4.5,12.0,1
Louisiana Tech,Marshall,89.0,80.0,2018-12-04,3.5,9.0,1
UTEP,Old Dominion,48.0,50.0,2018-12-04,-7.0,-2.0,1
Stanford,Utah,66.0,70.0,2018-12-04,2.5,-4.0,0
Oregon,Washington,56.0,61.0,2018-12-04,2.5,-5.0,0
USC,Arizona,80.0,57.0,2018-12-04,0.0,23.0,1
San Diego,Loyola Marymount,71.0,58.0,2018-12-04,5.5,13.0,1
Cal St. Fullerton,UC Santa Barbara,81.0,60.0,2018-12-04,-1.0,21.0,1
San Francisco,Portland,83.0,61.0,2018-12-04,21.5,22.0,1
BYU,Saint Mary's,71.0,66.0,2018-12-04,-3.0,5.0,1
UCLA,Arizona St.,73.0,84.0,2018-12-04,1.0,-11.0,0
Santa Clara,Gonzaga,39.0,98.0,2018-12-04,-20.0,-59.0,0
Oregon St.,Washington St.,90.0,77.0,2018-12-04,13.0,13.0,2
California,Colorado,59.0,68.0,2018-12-04,-7.0,-9.0,0
Wofford,Samford,107.0,106.0,2018-12-04,13.5,1.0,0
Eastern Kentucky,Jacksonville St.,88.0,70.0,2018-12-04,-5.0,18.0,1
Canisius,Monmouth,80.0,66.0,2018-12-04,4.5,14.0,1
UNC Greensboro,The Citadel,83.0,60.0,2018-12-04,13.0,23.0,1
Furman,Chattanooga,73.0,58.0,2018-12-04,13.5,15.0,1
Fairfield,Siena,48.0,57.0,2018-12-04,3.0,-9.0,0
Purdue Fort Wayne,Nebraska Omaha,79.0,85.0,2018-12-04,3.5,-6.0,0
Mercer,VMI,88.0,68.0,2018-12-04,13.0,20.0,1
Morehead St.,Tennessee Tech,67.0,61.0,2018-12-04,9.5,6.0,0
South Dakota St.,North Dakota St.,87.0,69.0,2018-12-04,12.5,18.0,1
Southeast Missouri St.,SIU Edwardsville,86.0,87.0,2018-12-04,4.5,-1.0,0
Tennessee Martin,Eastern Illinois,64.0,66.0,2018-12-04,1.5,-2.0,0
Austin Peay,Tennessee St.,89.0,74.0,2018-12-04,14.0,15.0,1
Northern Colorado,Southern Utah,79.0,68.0,2018-12-04,9.5,11.0,1
Murray St.,Belmont,66.0,79.0,2018-12-04,6.0,-13.0,0
Montana St.,Weber St.,84.0,93.0,2018-12-04,-2.5,-9.0,0
Montana,Idaho St.,80.0,69.0,2018-12-04,15.0,11.0,0
Portland St.,Eastern Washington,78.0,65.0,2018-12-04,2.5,13.0,1
Sacramento St.,Idaho,69.0,48.0,2018-12-04,7.5,21.0,1
Lipscomb,Florida Gulf Coast,89.0,81.0,2018-12-04,18.0,8.0,0
North Alabama,Kennesaw St.,76.0,71.0,2018-12-04,9.0,5.0,0
Radford,Charleston Southern,86.0,78.0,2018-12-04,11.0,8.0,0
Winthrop,Gardner Webb,97.0,88.0,2018-12-04,5.5,9.0,1
Longwood,High Point,55.0,51.0,2018-12-04,1.5,4.0,1
Mount St. Mary's,LIU,74.0,72.0,2018-12-04,-1.5,2.0,1
North Florida,Jacksonville,81.0,86.0,2018-12-04,9.0,-5.0,0
Robert Morris,Sacred Heart,72.0,64.0,2018-12-04,1.5,8.0,1
Campbell,Presbyterian,77.0,73.0,2018-12-04,2.5,4.0,1
St. Francis PA,Wagner,79.0,83.0,2018-12-04,4.0,-4.0,0
UMKC,Utah Valley,67.0,75.0,2018-12-04,-5.0,-8.0,0
Bryant,Central Connecticut,63.0,60.0,2018-12-04,-1.0,3.0,1
Chicago St.,Seattle,47.0,75.0,2018-12-04,-13.0,-28.0,0
Cal Baptist,Cal St. Bakersfield,84.0,88.0,2018-12-04,1.0,-4.0,0
Indiana,Michigan,46.0,69.0,2018-12-05,-3.5,-23.0,0
Kent St.,Buffalo,79.0,88.0,2018-12-05,-9.0,-9.0,2
Yale,Brown,79.0,71.0,2018-12-05,6.5,8.0,1
Creighton,Butler,75.0,61.0,2018-12-05,2.5,14.0,1
Iona,Rider,77.0,71.0,2018-12-05,-1.0,6.0,1
Marist,Quinnipiac,78.0,92.0,2018-12-05,3.5,-14.0,0
Nebraska,Ohio St.,60.0,70.0,2018-12-06,7.0,-10.0,0
Maryland,Illinois,67.0,78.0,2018-12-06,11.0,-11.0,0
Mississippi,Iowa St.,73.0,87.0,2018-12-06,0.0,-14.0,0
Duke,Georgia Tech,66.0,53.0,2018-12-06,22.0,13.0,0
TCU,Florida,55.0,50.0,2018-12-06,4.0,5.0,1
Baylor,Alabama,73.0,68.0,2018-12-06,3.0,5.0,1
Georgia St.,UT Arlington,77.0,71.0,2018-12-06,7.5,6.0,0
IUPUI,Detroit,80.0,65.0,2018-12-06,5.5,15.0,1
Notre Dame,Virginia,55.0,82.0,2018-12-06,-12.0,-27.0,0
Georgia,Texas,98.0,88.0,2018-12-06,-4.5,10.0,1
N.C. State,Clemson,69.0,67.0,2018-12-06,6.0,2.0,0
Fordham,Dayton,52.0,75.0,2018-12-06,-6.5,-23.0,0
Louisville,Pittsburgh,66.0,51.0,2018-12-06,10.5,15.0,1
Texas A&M,Kansas St.,65.0,53.0,2018-12-06,-5.5,12.0,1
Towson,Hofstra,61.0,84.0,2018-12-06,-9.5,-23.0,0
Xavier,Marquette,82.0,87.0,2018-12-06,-2.5,-5.0,0
Delaware,Drexel,76.0,75.0,2018-12-06,4.0,1.0,0
Duquesne,VCU,74.0,80.0,2018-12-06,-4.5,-6.0,0
Harvard,Dartmouth,64.0,59.0,2018-12-06,9.5,5.0,0
Oklahoma St.,South Carolina,74.0,70.0,2018-12-06,3.5,4.0,1
Wisconsin,Northwestern,62.0,46.0,2018-12-06,10.0,16.0,1
Louisiana Monroe,South Alabama,72.0,78.0,2018-12-06,9.5,-6.0,0
Miami OH,Bowling Green,67.0,53.0,2018-12-06,0.0,14.0,1
Missouri St.,Bradley,55.0,37.0,2018-12-06,6.0,18.0,1
UTSA,Old Dominion,74.0,73.0,2018-12-06,0.0,1.0,1
Charleston,William & Mary,74.0,59.0,2018-12-06,9.5,15.0,1
New Mexico,Utah St.,66.0,68.0,2018-12-06,-7.0,-2.0,1
East Carolina,South Florida,57.0,77.0,2018-12-06,-3.5,-20.0,0
Little Rock,Appalachian St.,73.0,77.0,2018-12-06,5.0,-4.0,0
Oklahoma,Vanderbilt,86.0,55.0,2018-12-06,10.0,31.0,1
Boise St.,Wyoming,77.0,52.0,2018-12-06,15.0,25.0,1
Oregon St.,Washington,69.0,79.0,2018-12-06,1.5,-10.0,0
UNC Wilmington,Elon,82.0,89.0,2018-12-06,7.5,-7.0,0
Wake Forest,Boston College,61.0,65.0,2018-12-06,1.0,-4.0,0
Tennessee,West Virginia,83.0,66.0,2018-12-06,15.5,17.0,1
James Madison,Northeastern,68.0,78.0,2018-12-06,-6.5,-10.0,0
Pacific,Portland,74.0,70.0,2018-12-06,11.0,4.0,0
Colorado St.,Fresno St.,74.0,65.0,2018-12-06,-7.0,9.0,1
Illinois Chicago,Oakland,67.0,80.0,2018-12-06,4.5,-13.0,0
Penn St.,Rutgers,60.0,64.0,2018-12-06,6.0,-4.0,0
Southern Miss,Marshall,101.0,51.0,2018-12-06,2.0,50.0,1
Akron,Northern Illinois,67.0,65.0,2018-12-06,3.0,2.0,0
Louisiana Tech,Western Kentucky,62.0,50.0,2018-12-06,2.0,12.0,1
Georgia Southern,Texas St.,74.0,58.0,2018-12-06,1.5,16.0,1
North Texas,Middle Tennessee,70.0,53.0,2018-12-06,13.5,17.0,1
Missouri,LSU,80.0,86.0,2018-12-06,-3.0,-6.0,0
Texas Tech,Arkansas,67.0,64.0,2018-12-06,10.0,3.0,0
Connecticut,Wichita St.,80.0,60.0,2018-12-06,6.5,20.0,1
Kentucky,Kansas,71.0,63.0,2018-12-06,5.0,8.0,1
Richmond,St. Bonaventure,57.0,66.0,2018-12-06,2.0,-9.0,0
Penn,Saint Joseph's,78.0,70.0,2018-12-06,5.5,8.0,1
Cleveland St.,Youngstown St.,72.0,62.0,2018-12-06,1.0,10.0,1
George Mason,George Washington,62.0,55.0,2018-12-06,12.5,7.0,0
FIU,Florida Atlantic,72.0,89.0,2018-12-06,4.0,-17.0,0
Northern Kentucky,Milwaukee,73.0,60.0,2018-12-06,14.0,13.0,0
Toledo,Central Michigan,76.0,72.0,2018-12-06,10.0,4.0,0
Columbia,Cornell,73.0,70.0,2018-12-06,3.0,3.0,2
Wright St.,Green Bay,87.0,75.0,2018-12-06,9.0,12.0,1
Rice,UAB,86.0,89.0,2018-12-06,-3.0,-3.0,2
Northern Iowa,Evansville,81.0,74.0,2018-12-06,2.0,7.0,1
Valparaiso,Drake,59.0,70.0,2018-12-06,-1.5,-11.0,0
Lafayette,Troy,86.0,81.0,2018-12-06,5.5,5.0,0
Stanford,Colorado,75.0,62.0,2018-12-06,2.0,13.0,1
Virginia Tech,Syracuse,78.0,56.0,2018-12-06,5.5,22.0,1
Arkansas St.,Coastal Carolina,64.0,77.0,2018-12-06,-2.0,-13.0,0
Pepperdine,Saint Mary's,84.0,77.0,2018-12-06,-8.5,7.0,1
USC,Arizona St.,69.0,67.0,2018-12-06,2.0,2.0,2
Mississippi St.,Auburn,92.0,84.0,2018-12-06,1.5,8.0,1
Santa Clara,Loyola Marymount,61.0,69.0,2018-12-06,0.0,-8.0,0
San Jose St.,Air Force,71.0,73.0,2018-12-06,-6.0,-2.0,1
UTEP,Charlotte,57.0,53.0,2018-12-06,5.0,4.0,0
Long Beach St.,UC Santa Barbara,71.0,82.0,2018-12-06,0.0,-11.0,0
Cal Poly,Cal St. Fullerton,63.0,80.0,2018-12-06,-8.0,-17.0,0
UC Irvine,UC Riverside,82.0,64.0,2018-12-06,13.0,18.0,1
California,Utah,64.0,82.0,2018-12-06,-5.5,-18.0,0
UCLA,Arizona,90.0,69.0,2018-12-06,1.0,21.0,1
San Diego,San Francisco,67.0,63.0,2018-12-06,-2.0,4.0,1
Hawaii,UC Davis,80.0,60.0,2018-12-06,6.5,20.0,1
The Citadel,VMI,84.0,82.0,2018-12-06,8.5,2.0,0
Niagara,Monmouth,75.0,48.0,2018-12-06,2.5,27.0,1
Morehead St.,Jacksonville St.,71.0,77.0,2018-12-06,-5.0,-6.0,0
Montana St.,Idaho St.,104.0,84.0,2018-12-06,5.0,20.0,1
Furman,Samford,73.0,75.0,2018-12-06,9.0,-2.0,0
Tennessee Martin,SIU Edwardsville,85.0,69.0,2018-12-06,2.5,16.0,1
South Dakota,Western Illinois,59.0,65.0,2018-12-06,7.5,-6.0,0
UNC Greensboro,Mercer,88.0,81.0,2018-12-06,9.0,7.0,0
Austin Peay,Belmont,92.0,96.0,2018-12-06,-2.0,-4.0,0
South Dakota St.,Nebraska Omaha,83.0,73.0,2018-12-06,11.0,10.0,0
Southeast Missouri St.,Eastern Illinois,64.0,59.0,2018-12-06,2.0,5.0,1
Eastern Kentucky,Tennessee Tech,85.0,91.0,2018-12-06,11.0,-6.0,0
Western Carolina,East Tennessee St.,69.0,91.0,2018-12-06,-10.5,-22.0,0
Wofford,Chattanooga,80.0,69.0,2018-12-06,17.5,11.0,0
Purdue Fort Wayne,Denver,91.0,81.0,2018-12-06,8.0,10.0,1
Siena,Manhattan,53.0,40.0,2018-12-06,9.0,13.0,1
Northern Arizona,Northern Colorado,48.0,63.0,2018-12-06,-4.0,-15.0,0
Murray St.,Tennessee St.,100.0,62.0,2018-12-06,19.0,38.0,1
Oral Roberts,North Dakota St.,57.0,67.0,2018-12-06,-2.0,-10.0,0
Montana,Weber St.,75.0,68.0,2018-12-06,8.0,7.0,0
Sacramento St.,Eastern Washington,92.0,94.0,2018-12-06,5.0,-2.0,0
Portland St.,Idaho,69.0,53.0,2018-12-06,8.0,16.0,1
Loyola MD,Colgate,79.0,72.0,2018-12-06,-4.5,7.0,1
Binghamton,Maine,78.0,66.0,2018-12-06,3.0,12.0,1
New Hampshire,UMBC,51.0,59.0,2018-12-06,-8.0,-8.0,2
Central Connecticut,LIU,71.0,84.0,2018-12-06,2.5,-13.0,0
Lafayette,Army,63.0,69.0,2018-12-06,-1.0,-6.0,0
Lehigh,Boston University,94.0,78.0,2018-12-06,9.0,16.0,1
Albany,Hartford,84.0,77.0,2018-12-06,-2.0,7.0,1
Holy Cross,Navy,69.0,64.0,2018-12-06,9.0,5.0,0
Chicago St.,Utah Valley,60.0,74.0,2018-12-06,-19.5,-14.0,1
Incarnate Word,New Orleans,52.0,61.0,2018-12-06,-3.0,-9.0,0
McNeese St.,Houston Baptist,79.0,73.0,2018-12-06,1.5,6.0,1
