home,away,home_score,away_score,date,line,score,cover
UNLV,Air Force,77.0,72.0,2019-02-12,8.5,5.0,0
Colorado St.,San Diego St.,60.0,71.0,2019-02-12,-2.0,-11.0,0
Quinnipiac,Rider,98.0,88.0,2019-02-12,1.5,10.0,1
Villanova,Providence,85.0,67.0,2019-02-13,11.0,18.0,1
George Washington,Saint Louis,58.0,73.0,2019-02-13,-4.0,-15.0,0
Tennessee,South Carolina,85.0,73.0,2019-02-13,17.0,12.0,0
Evansville,Missouri St.,56.0,68.0,2019-02-13,-2.0,-12.0,0
Temple,SMU,82.0,74.0,2019-02-13,5.0,8.0,1
Georgia Southern,South Alabama,75.0,65.0,2019-02-13,9.0,10.0,1
UCF,South Florida,78.0,65.0,2019-02-13,6.5,13.0,1
East Carolina,Memphis,69.0,79.0,2019-02-13,-9.0,-10.0,0
Northwestern,Rutgers,56.0,59.0,2019-02-13,5.5,-3.0,0
George Mason,Massachusetts,80.0,75.0,2019-02-13,8.5,5.0,0
VCU,Richmond,81.0,60.0,2019-02-13,12.0,21.0,1
Miami FL,Clemson,65.0,64.0,2019-02-13,-1.5,1.0,1
La Salle,Duquesne,73.0,72.0,2019-02-13,1.5,1.0,0
Florida St.,Wake Forest,88.0,66.0,2019-02-13,18.0,22.0,1
Georgia St.,Troy,77.0,63.0,2019-02-13,9.5,14.0,1
Virginia Tech,Georgia Tech,76.0,68.0,2019-02-13,13.0,8.0,0
N.C. State,Syracuse,73.0,58.0,2019-02-13,3.0,15.0,1
Bradley,Loyola Chicago,61.0,54.0,2019-02-13,-2.5,7.0,1
Northern Iowa,Illinois St.,77.0,64.0,2019-02-13,1.5,13.0,1
Valparaiso,Indiana St.,82.0,87.0,2019-02-13,4.5,-5.0,0
Auburn,Mississippi,55.0,60.0,2019-02-13,9.0,-5.0,0
Xavier,Creighton,64.0,61.0,2019-02-13,0.0,3.0,1
Seton Hall,Georgetown,90.0,75.0,2019-02-13,3.5,15.0,1
Oklahoma St.,Texas Tech,50.0,78.0,2019-02-13,-7.0,-28.0,0
Nebraska,Minnesota,62.0,61.0,2019-02-13,4.5,1.0,0
New Mexico,San Jose St.,92.0,60.0,2019-02-13,16.5,32.0,1
Utah St.,Wyoming,76.0,59.0,2019-02-13,22.0,17.0,0
Florida,Vanderbilt,66.0,57.0,2019-02-13,11.0,9.0,0
California,UCLA,67.0,75.0,2019-02-13,-8.0,-8.0,2
UC Davis,Cal St. Northridge,76.0,59.0,2019-02-13,4.0,17.0,1
Cal St. Fullerton,Long Beach St.,85.0,82.0,2019-02-13,7.5,3.0,0
Colorado,Arizona St.,77.0,73.0,2019-02-13,2.5,4.0,1
Fresno St.,Boise St.,65.0,63.0,2019-02-13,6.5,2.0,0
Stanford,USC,79.0,76.0,2019-02-13,1.5,3.0,1
Siena,Iona,52.0,57.0,2019-02-13,2.5,-5.0,0
Army,Boston University,71.0,61.0,2019-02-13,4.0,10.0,1
Winthrop,Presbyterian,93.0,85.0,2019-02-13,4.5,8.0,1
High Point,Longwood,59.0,62.0,2019-02-13,8.5,-3.0,0
USC Upstate,UNC Asheville,53.0,57.0,2019-02-13,6.5,-4.0,0
Florida Gulf Coast,NJIT,57.0,55.0,2019-02-13,1.0,2.0,1
Gardner Webb,Charleston Southern,77.0,74.0,2019-02-13,3.0,3.0,2
Campbell,Hampton,87.0,84.0,2019-02-13,6.5,3.0,0
Hartford,Maine,81.0,73.0,2019-02-13,10.5,8.0,0
American,Loyola MD,84.0,86.0,2019-02-13,8.5,-2.0,0
Binghamton,UMBC,50.0,64.0,2019-02-13,-6.5,-14.0,0
Stetson,Jacksonville,70.0,93.0,2019-02-13,-4.5,-23.0,0
Albany,UMass Lowell,54.0,86.0,2019-02-13,2.5,-32.0,0
Vermont,New Hampshire,73.0,44.0,2019-02-13,26.5,29.0,1
Navy,Lafayette,74.0,80.0,2019-02-13,2.0,-6.0,0
North Florida,Kennesaw St.,80.0,57.0,2019-02-13,13.0,23.0,1
Stephen F. Austin,McNeese St.,67.0,57.0,2019-02-13,5.0,10.0,1
Lipscomb,Liberty,66.0,74.0,2019-02-13,8.0,-8.0,0
Holy Cross,Colgate,70.0,74.0,2019-02-13,-2.0,-4.0,0
Nicholls St.,Abilene Christian,48.0,64.0,2019-02-13,-6.5,-16.0,0
Lamar,Northwestern St.,75.0,70.0,2019-02-13,10.0,5.0,0
Central Arkansas,Houston Baptist,71.0,75.0,2019-02-13,3.5,-4.0,0
Texas A&M Corpus Chris,Sam Houston St.,69.0,70.0,2019-02-13,-3.5,-1.0,1
Southeastern Louisiana,Incarnate Word,70.0,64.0,2019-02-13,12.5,6.0,0
Ohio St.,Illinois,56.0,63.0,2019-02-14,8.0,-7.0,0
UNC Wilmington,Northeastern,77.0,81.0,2019-02-14,-7.5,-4.0,1
FIU,Rice,86.0,65.0,2019-02-14,2.5,21.0,1
Florida Atlantic,North Texas,57.0,47.0,2019-02-14,-3.0,10.0,1
Youngstown St.,IUPUI,75.0,73.0,2019-02-14,-1.0,2.0,1
James Madison,Drexel,71.0,69.0,2019-02-14,1.5,2.0,1
Towson,Delaware,71.0,78.0,2019-02-14,2.5,-7.0,0
Connecticut,Houston,63.0,71.0,2019-02-14,-8.0,-8.0,2
Cleveland St.,Illinois Chicago,77.0,81.0,2019-02-14,-4.0,-4.0,2
Charleston,Hofstra,95.0,99.0,2019-02-14,-1.0,-4.0,0
Little Rock,UT Arlington,56.0,52.0,2019-02-14,1.0,4.0,1
Louisiana Tech,UTEP,71.0,57.0,2019-02-14,10.5,14.0,1
Arkansas St.,Texas St.,74.0,84.0,2019-02-14,-5.5,-10.0,0
Western Kentucky,Middle Tennessee,71.0,63.0,2019-02-14,12.0,8.0,0
Southern Miss,UTSA,78.0,71.0,2019-02-14,3.0,7.0,1
Milwaukee,Detroit,84.0,90.0,2019-02-14,2.0,-6.0,0
Marshall,UAB,68.0,77.0,2019-02-14,3.5,-9.0,0
Green Bay,Oakland,66.0,54.0,2019-02-14,2.0,12.0,1
Tulane,Tulsa,57.0,80.0,2019-02-14,-7.0,-23.0,0
Utah,Arizona,83.0,76.0,2019-02-14,4.5,7.0,1
San Diego,BYU,82.0,88.0,2019-02-14,3.0,-6.0,0
San Francisco,Pepperdine,89.0,77.0,2019-02-14,9.5,12.0,1
UC Riverside,UC Santa Barbara,71.0,57.0,2019-02-14,-8.5,14.0,1
Santa Clara,Saint Mary's,55.0,66.0,2019-02-14,-8.0,-11.0,0
Loyola Marymount,Gonzaga,60.0,73.0,2019-02-14,-20.5,-13.0,1
Hawaii,Cal Poly,75.0,54.0,2019-02-14,14.5,21.0,1
SIU Edwardsville,Eastern Illinois,65.0,79.0,2019-02-14,-0.0,-14.0,0
Austin Peay,Murray St.,71.0,73.0,2019-02-14,-0.0,-2.0,0
East Tennessee St.,The Citadel,91.0,83.0,2019-02-14,15.5,8.0,0
Wofford,VMI,95.0,84.0,2019-02-14,24.0,11.0,0
Western Carolina,Mercer,65.0,74.0,2019-02-14,-3.0,-9.0,0
Furman,UNC Greensboro,67.0,57.0,2019-02-14,5.0,10.0,1
Morehead St.,Eastern Kentucky,78.0,72.0,2019-02-14,2.0,6.0,1
North Dakota St.,Oral Roberts,85.0,73.0,2019-02-14,7.5,12.0,1
Tennessee St.,Belmont,66.0,77.0,2019-02-14,-12.5,-11.0,1
Nebraska Omaha,South Dakota St.,85.0,84.0,2019-02-14,-4.0,1.0,1
Tennessee Tech,Jacksonville St.,57.0,67.0,2019-02-14,-10.0,-10.0,2
Tennessee Martin,Southeast Missouri St.,81.0,72.0,2019-02-14,6.0,9.0,1
Denver,Purdue Fort Wayne,81.0,94.0,2019-02-14,-3.0,-13.0,0
Weber St.,Montana,80.0,83.0,2019-02-14,-1.0,-3.0,0
Idaho St.,Montana St.,76.0,84.0,2019-02-14,-1.0,-8.0,0
Idaho,Northern Colorado,47.0,75.0,2019-02-14,-12.5,-28.0,0
Portland St.,Northern Arizona,103.0,94.0,2019-02-14,5.0,9.0,1
Sacramento St.,Southern Utah,84.0,73.0,2019-02-14,3.5,11.0,1
Western Michigan,Kent St.,63.0,82.0,2019-02-14,-4.0,-19.0,0
Fairleigh Dickinson,St. Francis PA,62.0,87.0,2019-02-14,4.5,-25.0,0
Mount St. Mary's,Robert Morris,76.0,62.0,2019-02-14,-3.0,14.0,1
Wagner,Central Connecticut,63.0,57.0,2019-02-14,4.5,6.0,1
UMKC,Grand Canyon,87.0,75.0,2019-02-14,-9.0,12.0,1
St. Francis NY,LIU,83.0,76.0,2019-02-14,3.5,7.0,1
Bryant,Sacred Heart,104.0,105.0,2019-02-14,-4.0,-1.0,1
UT Rio Grande Valley,Seattle,59.0,44.0,2019-02-14,5.0,15.0,1
Chicago St.,Cal St. Bakersfield,62.0,75.0,2019-02-14,-15.0,-13.0,1
New Mexico St.,Utah Valley,84.0,77.0,2019-02-14,8.0,7.0,0
Penn,Dartmouth,82.0,79.0,2019-02-15,9.0,3.0,0
Davidson,Saint Joseph's,80.0,72.0,2019-02-15,11.5,8.0,0
Columbia,Yale,64.0,70.0,2019-02-15,-9.0,-6.0,1
Princeton,Harvard,69.0,78.0,2019-02-15,1.0,-9.0,0
Georgia St.,South Alabama,90.0,81.0,2019-02-15,8.5,9.0,1
Cornell,Brown,70.0,66.0,2019-02-15,0.0,4.0,1
Georgia Southern,Troy,76.0,51.0,2019-02-15,11.0,25.0,1
Wright St.,Northern Kentucky,81.0,77.0,2019-02-15,0.0,4.0,1
Rider,Monmouth,81.0,72.0,2019-02-15,5.5,9.0,1
Iona,Saint Peter's,62.0,46.0,2019-02-15,8.5,16.0,1
Niagara,Manhattan,60.0,64.0,2019-02-15,5.5,-4.0,0
Canisius,Fairfield,72.0,68.0,2019-02-15,5.0,4.0,0
Quinnipiac,Marist,61.0,63.0,2019-02-15,5.0,-2.0,0
Toledo,Buffalo,82.0,88.0,2019-02-15,-2.5,-6.0,0
TCU,Oklahoma,62.0,71.0,2019-02-16,5.5,-9.0,0
Michigan,Maryland,65.0,52.0,2019-02-16,6.0,13.0,1
Wake Forest,North Carolina,57.0,95.0,2019-02-16,-17.0,-38.0,0
Duquesne,George Washington,85.0,69.0,2019-02-16,8.5,16.0,1
Louisville,Clemson,56.0,55.0,2019-02-16,6.5,1.0,0
Duke,N.C. State,94.0,78.0,2019-02-16,17.0,16.0,0
Indiana St.,Southern Illinois,57.0,79.0,2019-02-16,1.0,-22.0,0
Vanderbilt,Auburn,53.0,64.0,2019-02-16,-9.5,-11.0,0
Green Bay,Detroit,82.0,73.0,2019-02-16,4.5,9.0,1
Texas,Oklahoma St.,69.0,57.0,2019-02-16,12.0,12.0,2
South Carolina,Texas A&M,84.0,77.0,2019-02-16,4.0,7.0,1
Ball St.,Akron,57.0,56.0,2019-02-16,3.5,1.0,0
Towson,Drexel,92.0,77.0,2019-02-16,1.0,15.0,1
Texas Tech,Baylor,86.0,61.0,2019-02-16,6.5,25.0,1
Virginia,Notre Dame,60.0,54.0,2019-02-16,19.5,6.0,0
Appalachian St.,Coastal Carolina,88.0,79.0,2019-02-16,-1.0,9.0,1
Minnesota,Indiana,84.0,63.0,2019-02-16,3.0,21.0,1
Georgia Tech,Florida St.,47.0,69.0,2019-02-16,-6.0,-22.0,0
Providence,Xavier,61.0,75.0,2019-02-16,5.5,-14.0,0
Rhode Island,Fordham,63.0,66.0,2019-02-16,10.0,-3.0,0
FIU,North Texas,69.0,59.0,2019-02-16,-2.5,10.0,1
Western Michigan,Miami OH,84.0,79.0,2019-02-16,-5.5,5.0,1
Marshall,Middle Tennessee,98.0,93.0,2019-02-16,7.5,5.0,0
Florida Atlantic,Rice,60.0,41.0,2019-02-16,7.0,19.0,1
Alabama,Florida,53.0,71.0,2019-02-16,3.0,-18.0,0
Old Dominion,Charlotte,73.0,60.0,2019-02-16,14.5,13.0,0
Western Kentucky,UAB,60.0,68.0,2019-02-16,7.5,-8.0,0
Louisiana Tech,UTSA,72.0,67.0,2019-02-16,4.0,5.0,1
Drake,Valparaiso,84.0,79.0,2019-02-16,5.0,5.0,2
Southern Miss,UTEP,77.0,47.0,2019-02-16,10.5,30.0,1
Mississippi,Missouri,75.0,65.0,2019-02-16,8.5,10.0,1
Charleston,Northeastern,88.0,79.0,2019-02-16,2.5,9.0,1
Kansas St.,Iowa St.,64.0,78.0,2019-02-16,2.5,-14.0,0
Dayton,VCU,68.0,69.0,2019-02-16,1.5,-1.0,0
Air Force,Utah St.,62.0,76.0,2019-02-16,-9.5,-14.0,0
Purdue,Penn St.,76.0,64.0,2019-02-16,13.0,12.0,0
Little Rock,Texas St.,60.0,67.0,2019-02-16,-1.5,-7.0,0
Loyola Marymount,BYU,62.0,70.0,2019-02-16,-1.0,-8.0,0
Kansas,West Virginia,78.0,53.0,2019-02-16,14.5,25.0,1
Central Michigan,Ohio,87.0,80.0,2019-02-16,8.5,7.0,0
Northern Illinois,Bowling Green,67.0,87.0,2019-02-16,-1.0,-20.0,0
Pittsburgh,Virginia Tech,64.0,70.0,2019-02-16,-6.0,-6.0,2
Saint Louis,La Salle,62.0,49.0,2019-02-16,8.0,13.0,1
Arkansas St.,UT Arlington,83.0,79.0,2019-02-16,-2.5,4.0,1
San Jose St.,UNLV,64.0,71.0,2019-02-16,-12.0,-7.0,1
Georgia,LSU,79.0,83.0,2019-02-16,-8.5,-4.0,1
UCF,Memphis,79.0,72.0,2019-02-16,5.5,7.0,1
South Florida,Temple,69.0,70.0,2019-02-16,0.0,-1.0,0
Youngstown St.,Illinois Chicago,81.0,73.0,2019-02-16,-1.0,8.0,1
Rutgers,Iowa,69.0,71.0,2019-02-16,-4.0,-2.0,1
Kent St.,Eastern Michigan,71.0,58.0,2019-02-16,3.5,13.0,1
UNC Wilmington,Hofstra,87.0,79.0,2019-02-16,-10.0,8.0,1
Elon,William & Mary,74.0,84.0,2019-02-16,-4.0,-10.0,0
Columbia,Brown,63.0,65.0,2019-02-16,0.0,-2.0,0
Princeton,Dartmouth,69.0,68.0,2019-02-16,5.5,1.0,0
Penn,Harvard,68.0,75.0,2019-02-16,2.5,-7.0,0
Cornell,Yale,92.0,98.0,2019-02-16,-6.0,-6.0,2
Cleveland St.,IUPUI,89.0,86.0,2019-02-16,-4.0,3.0,1
New Mexico,Fresno St.,73.0,81.0,2019-02-16,-3.5,-8.0,0
San Diego St.,Boise St.,71.0,65.0,2019-02-16,4.0,6.0,1
Milwaukee,Oakland,73.0,89.0,2019-02-16,-1.0,-16.0,0
Lafayette,Louisiana Monroe,83.0,76.0,2019-02-16,1.0,7.0,1
Washington St.,Washington,70.0,72.0,2019-02-16,-8.5,-2.0,1
California,USC,66.0,89.0,2019-02-16,-7.0,-23.0,0
Kentucky,Tennessee,86.0,69.0,2019-02-16,2.0,17.0,1
Illinois St.,Bradley,59.0,65.0,2019-02-16,4.0,-6.0,0
Butler,DePaul,91.0,78.0,2019-02-16,6.5,13.0,1
James Madison,Delaware,68.0,61.0,2019-02-16,3.0,7.0,1
Nebraska,Northwestern,59.0,50.0,2019-02-16,5.5,9.0,1
Arkansas,Mississippi St.,67.0,77.0,2019-02-16,-1.5,-10.0,0
Santa Clara,Pacific,64.0,59.0,2019-02-16,1.5,5.0,1
Cal St. Northridge,Cal St. Fullerton,71.0,78.0,2019-02-16,-2.5,-7.0,0
UC Davis,Long Beach St.,77.0,73.0,2019-02-16,6.0,4.0,0
UC Irvine,UC Santa Barbara,83.0,70.0,2019-02-16,6.5,13.0,1
Stanford,UCLA,104.0,80.0,2019-02-16,2.0,24.0,1
Portland,San Francisco,63.0,68.0,2019-02-16,-16.0,-5.0,1
San Diego,Gonzaga,67.0,79.0,2019-02-16,-16.0,-12.0,1
Utah,Arizona St.,87.0,98.0,2019-02-16,1.0,-11.0,0
Wyoming,Nevada,49.0,82.0,2019-02-16,-21.0,-33.0,0
Oregon St.,Oregon,72.0,57.0,2019-02-16,1.0,15.0,1
Saint Mary's,Pepperdine,72.0,65.0,2019-02-16,13.0,7.0,0
Hawaii,UC Riverside,87.0,64.0,2019-02-16,12.0,23.0,1
Western Carolina,The Citadel,103.0,82.0,2019-02-16,1.0,21.0,1
SIU Edwardsville,Tennessee Martin,69.0,73.0,2019-02-16,-1.0,-4.0,0
Western Illinois,South Dakota,67.0,80.0,2019-02-16,1.5,-13.0,0
East Tennessee St.,Mercer,88.0,69.0,2019-02-16,10.5,19.0,1
Eastern Illinois,Southeast Missouri St.,79.0,88.0,2019-02-16,7.0,-9.0,0
Furman,VMI,96.0,62.0,2019-02-16,20.5,34.0,1
Morehead St.,Austin Peay,70.0,73.0,2019-02-16,-5.5,-3.0,1
Samford,Chattanooga,80.0,76.0,2019-02-16,8.5,4.0,0
North Dakota St.,South Dakota St.,77.0,78.0,2019-02-16,-5.5,-1.0,1
Eastern Washington,Northern Colorado,88.0,78.0,2019-02-16,-2.0,10.0,1
Nebraska Omaha,Purdue Fort Wayne,74.0,71.0,2019-02-16,2.5,3.0,1
Wofford,UNC Greensboro,80.0,50.0,2019-02-16,8.5,30.0,1
Eastern Kentucky,Murray St.,70.0,102.0,2019-02-16,-8.5,-32.0,0
Jacksonville St.,Tennessee St.,84.0,65.0,2019-02-16,14.0,19.0,1
North Dakota,Oral Roberts,85.0,73.0,2019-02-16,4.0,12.0,1
Tennessee Tech,Belmont,65.0,93.0,2019-02-16,-15.0,-28.0,0
Weber St.,Montana St.,94.0,82.0,2019-02-16,6.5,12.0,1
Idaho St.,Montana,68.0,80.0,2019-02-16,-9.5,-12.0,0
Sacramento St.,Northern Arizona,66.0,78.0,2019-02-16,7.0,-12.0,0
Portland St.,Southern Utah,78.0,69.0,2019-02-16,2.5,9.0,1
Holy Cross,Bucknell,72.0,71.0,2019-02-16,-3.0,1.0,1
UMBC,UMass Lowell,70.0,66.0,2019-02-16,5.5,4.0,0
New Hampshire,Stony Brook,64.0,66.0,2019-02-16,-14.0,-2.0,1
LIU,Sacred Heart,92.0,84.0,2019-02-16,1.0,8.0,1
Navy,Army,79.0,68.0,2019-02-16,-1.0,11.0,1
Longwood,USC Upstate,83.0,79.0,2019-02-16,9.0,4.0,0
Chicago St.,Grand Canyon,59.0,90.0,2019-02-16,-20.0,-31.0,0
Incarnate Word,Abilene Christian,48.0,68.0,2019-02-16,-10.0,-20.0,0
South Carolina St.,Bethune Cookman,73.0,98.0,2019-02-16,-1.5,-25.0,0
NJIT,North Florida,63.0,64.0,2019-02-16,5.0,-1.0,0
Mount St. Mary's,Wagner,56.0,58.0,2019-02-16,0.0,-2.0,0
Maryland Eastern Shore,Coppin St.,55.0,58.0,2019-02-16,-3.0,-3.0,2
Stetson,Florida Gulf Coast,67.0,55.0,2019-02-16,-7.0,12.0,1
American,Colgate,81.0,83.0,2019-02-16,-1.0,-2.0,0
St. Francis NY,Central Connecticut,90.0,79.0,2019-02-16,6.0,11.0,1
Howard,North Carolina A&T,81.0,85.0,2019-02-16,3.5,-4.0,0
North Alabama,Liberty,70.0,80.0,2019-02-16,-12.0,-10.0,1
Northwestern St.,Stephen F. Austin,87.0,72.0,2019-02-16,-2.5,15.0,1
Presbyterian,Campbell,76.0,71.0,2019-02-16,3.0,5.0,1
Fairleigh Dickinson,Bryant,97.0,84.0,2019-02-16,8.5,13.0,1
Kennesaw St.,Lipscomb,67.0,83.0,2019-02-16,-22.0,-16.0,1
Boston University,Lehigh,79.0,84.0,2019-02-16,-2.5,-5.0,0
Gardner Webb,Winthrop,64.0,60.0,2019-02-16,-1.0,4.0,1
Hartford,Vermont,75.0,77.0,2019-02-16,-6.5,-2.0,1
Southeastern Louisiana,McNeese St.,88.0,52.0,2019-02-16,7.5,36.0,1
New Orleans,Texas A&M Corpus Chris,68.0,58.0,2019-02-16,3.0,10.0,1
Charleston Southern,Radford,53.0,52.0,2019-02-16,-3.0,1.0,1
Mississippi Valley St.,Alcorn St.,76.0,68.0,2019-02-16,0.0,8.0,1
Lamar,Sam Houston St.,75.0,72.0,2019-02-16,-2.0,3.0,1
Hampton,High Point,81.0,86.0,2019-02-16,3.5,-5.0,0
Grambling St.,Texas Southern,85.0,86.0,2019-02-16,1.0,-1.0,0
Alabama St.,Alabama A&M,68.0,62.0,2019-02-16,9.0,6.0,0
None,Florida A&M,74.0,78.0,2019-02-16,0.0,-4.0,0
Jackson St.,Prairie View A&M,66.0,79.0,2019-02-16,-2.0,-13.0,0
Norfolk St.,North Carolina Central,75.0,71.0,2019-02-16,5.5,4.0,0
UMKC,Cal St. Bakersfield,75.0,67.0,2019-02-16,1.0,8.0,1
St. Francis PA,Robert Morris,72.0,69.0,2019-02-16,5.0,3.0,0
Houston Baptist,Nicholls St.,88.0,82.0,2019-02-16,8.0,6.0,0
UT Rio Grande Valley,Utah Valley,64.0,76.0,2019-02-16,-1.0,-12.0,0
Arkansas Pine Bluff,Southern,61.0,45.0,2019-02-16,5.0,16.0,1
New Mexico St.,Seattle,59.0,53.0,2019-02-16,13.0,6.0,0
Michigan St.,Ohio St.,62.0,44.0,2019-02-17,12.5,18.0,1
Cincinnati,Wichita St.,72.0,62.0,2019-02-17,12.5,10.0,0
East Carolina,Tulsa,73.0,77.0,2019-02-17,-7.0,-4.0,1
St. Bonaventure,George Mason,79.0,56.0,2019-02-17,2.5,23.0,1
Tulane,Houston,50.0,85.0,2019-02-17,-18.5,-35.0,0
Creighton,Seton Hall,75.0,81.0,2019-02-17,4.5,-6.0,0
Loyola Chicago,Missouri St.,61.0,65.0,2019-02-17,5.5,-4.0,0
Evansville,Northern Iowa,58.0,73.0,2019-02-17,2.0,-15.0,0
St. John's,Villanova,71.0,65.0,2019-02-17,-3.0,6.0,1
Boston College,Miami FL,64.0,57.0,2019-02-17,0.0,7.0,1
Colorado,Arizona,67.0,60.0,2019-02-17,4.5,7.0,1
Siena,Quinnipiac,100.0,107.0,2019-02-17,2.5,-7.0,0
Saint Peter's,Rider,65.0,71.0,2019-02-17,-5.0,-6.0,0
Monmouth,Marist,67.0,75.0,2019-02-17,2.5,-8.0,0
Niagara,Fairfield,78.0,73.0,2019-02-17,2.5,5.0,1
Canisius,Manhattan,65.0,70.0,2019-02-17,7.5,-5.0,0
Maine,Albany,54.0,63.0,2019-02-17,1.5,-9.0,0
Loyola MD,Lafayette,64.0,69.0,2019-02-17,5.0,-5.0,0
Virginia Tech,Virginia,58.0,64.0,2019-02-18,-3.5,-6.0,0
Wisconsin,Illinois,64.0,58.0,2019-02-18,11.0,6.0,0
West Virginia,Kansas St.,51.0,65.0,2019-02-18,-7.0,-14.0,0
Oklahoma St.,TCU,68.0,61.0,2019-02-18,-3.0,7.0,1
Eastern Washington,Idaho,82.0,57.0,2019-02-18,14.0,25.0,1
Arkansas Pine Bluff,Alcorn St.,73.0,62.0,2019-02-18,8.5,11.0,1
Holy Cross,Boston University,60.0,70.0,2019-02-18,5.0,-10.0,0
Howard,North Carolina Central,90.0,98.0,2019-02-18,2.0,-8.0,0
South Carolina St.,Florida A&M,57.0,54.0,2019-02-18,0.0,3.0,1
None,Bethune Cookman,79.0,70.0,2019-02-18,-4.0,9.0,1
Norfolk St.,North Carolina A&T,76.0,58.0,2019-02-18,5.5,18.0,1
Grambling St.,Prairie View A&M,87.0,92.0,2019-02-18,2.0,-5.0,0
Mississippi Valley St.,Southern,70.0,59.0,2019-02-18,-2.0,11.0,1
Jackson St.,Texas Southern,65.0,77.0,2019-02-18,-6.0,-12.0,0
Davidson,Dayton,73.0,74.0,2019-02-19,2.5,-1.0,0
Notre Dame,Wake Forest,68.0,75.0,2019-02-19,10.5,-7.0,0
Penn St.,Nebraska,95.0,71.0,2019-02-19,2.5,24.0,1
Indiana,Purdue,46.0,48.0,2019-02-19,-4.0,-2.0,1
Central Michigan,Kent St.,84.0,74.0,2019-02-19,3.0,10.0,1
Bowling Green,Akron,73.0,69.0,2019-02-19,4.5,4.0,0
Buffalo,Ohio,114.0,67.0,2019-02-19,20.5,47.0,1
Eastern Michigan,Toledo,76.0,69.0,2019-02-19,-3.0,7.0,1
Miami OH,Ball St.,69.0,66.0,2019-02-19,1.0,3.0,1
Tennessee,Vanderbilt,58.0,46.0,2019-02-19,19.0,12.0,0
South Carolina,Mississippi,79.0,64.0,2019-02-19,-1.5,15.0,1
Drake,Bradley,77.0,68.0,2019-02-19,4.0,9.0,1
Iowa,Maryland,65.0,66.0,2019-02-19,1.5,-1.0,0
VCU,Rhode Island,76.0,42.0,2019-02-19,10.5,34.0,1
Clemson,Florida St.,64.0,77.0,2019-02-19,2.0,-13.0,0
Iowa St.,Baylor,69.0,73.0,2019-02-19,8.0,-4.0,0
Missouri,Kentucky,58.0,66.0,2019-02-19,-11.5,-8.0,1
Texas A&M,Alabama,65.0,56.0,2019-02-19,-1.0,9.0,1
Wyoming,UNLV,56.0,66.0,2019-02-19,-5.0,-10.0,0
Quinnipiac,Iona,77.0,81.0,2019-02-19,2.5,-4.0,0
Siena,Saint Peter's,72.0,62.0,2019-02-19,7.5,10.0,1
Colgate,Bucknell,75.0,64.0,2019-02-19,2.5,11.0,1
Georgetown,Villanova,85.0,73.0,2019-02-20,-6.0,12.0,1
Michigan St.,Rutgers,71.0,60.0,2019-02-20,17.0,11.0,0
Georgia,Mississippi St.,67.0,68.0,2019-02-20,-6.5,-1.0,1
LSU,Florida,77.0,82.0,2019-02-20,5.5,-5.0,0
Indiana St.,Illinois St.,73.0,50.0,2019-02-20,1.5,23.0,1
Loyola Chicago,Evansville,70.0,58.0,2019-02-20,11.0,12.0,1
Memphis,Tulane,102.0,76.0,2019-02-20,18.5,26.0,1
Syracuse,Louisville,69.0,49.0,2019-02-20,0.0,20.0,1
N.C. State,Boston College,89.0,80.0,2019-02-20,10.5,9.0,0
Richmond,Fordham,72.0,69.0,2019-02-20,7.0,3.0,0
George Washington,Massachusetts,79.0,67.0,2019-02-20,-1.0,12.0,1
Seton Hall,Xavier,69.0,70.0,2019-02-20,6.5,-1.0,0
St. Bonaventure,La Salle,62.0,60.0,2019-02-20,8.5,2.0,0
Valparaiso,Southern Illinois,55.0,52.0,2019-02-20,1.0,3.0,1
Missouri St.,Northern Iowa,43.0,63.0,2019-02-20,5.5,-20.0,0
Auburn,Arkansas,79.0,56.0,2019-02-20,12.5,23.0,1
Ohio St.,Northwestern,63.0,49.0,2019-02-20,7.5,14.0,1
Providence,St. John's,78.0,59.0,2019-02-20,-1.5,19.0,1
Georgia Tech,Pittsburgh,73.0,65.0,2019-02-20,2.0,8.0,1
Duke,North Carolina,72.0,88.0,2019-02-20,9.5,-16.0,0
Marquette,Butler,79.0,69.0,2019-02-20,6.5,10.0,1
DePaul,Creighton,67.0,79.0,2019-02-20,0.0,-12.0,0
Tulsa,Wichita St.,60.0,81.0,2019-02-20,3.0,-21.0,0
Arizona St.,Stanford,80.0,62.0,2019-02-20,7.5,18.0,1
San Jose St.,Colorado St.,70.0,91.0,2019-02-20,-9.0,-21.0,0
Fresno St.,Air Force,61.0,64.0,2019-02-20,15.0,-3.0,0
Long Beach St.,Cal St. Northridge,80.0,78.0,2019-02-20,5.0,2.0,0
Washington St.,Colorado,76.0,74.0,2019-02-20,-4.0,2.0,1
Utah St.,New Mexico,71.0,55.0,2019-02-20,13.0,16.0,1
Washington,Utah,62.0,45.0,2019-02-20,9.0,17.0,1
San Diego St.,Nevada,65.0,57.0,2019-02-20,0.0,8.0,1
South Dakota,Denver,72.0,45.0,2019-02-20,6.5,27.0,1
Nebraska Omaha,Western Illinois,77.0,63.0,2019-02-20,10.0,14.0,1
Lafayette,American,70.0,68.0,2019-02-20,-2.0,2.0,1
Florida Gulf Coast,Lipscomb,67.0,61.0,2019-02-20,-11.5,6.0,1
NJIT,Stetson,82.0,77.0,2019-02-20,14.0,5.0,0
