away,away_score,date,draft_kings,home,home_score,lasso,linear,predict_kp,rf,score
Canisius,74.0,2021-02-12,4.5,Quinnipiac,67.0,-1.0,-2.0,1,-1.0,-7.0
Illinois Chicago,69.0,2021-02-12,-3.0,IUPUI,89.0,-0.0,-1.0,-1,-6.0,20.0
Bellarmine,66.0,2021-02-12,-5.5,North Alabama,64.0,-4.0,-3.0,-4,-7.0,-2.0
Rice,71.0,2021-02-12,10.0,Western Kentucky,77.0,11.0,11.0,10,10.0,6.0
St. Francis NY,66.0,2021-02-12,1.5,St. Francis PA,80.0,2.0,3.0,3,-1.0,14.0
LIU,46.0,2021-02-12,1.5,Mount St. Mary's,64.0,5.0,5.0,4,1.0,18.0
New Mexico St.,72.0,2021-02-12,-8.0,Seattle,83.0,-6.0,-5.0,-6,-3.0,11.0
Purdue Fort Wayne,70.0,2021-02-12,5.5,Youngstown St.,84.0,5.0,4.0,5,10.0,14.0
UC San Diego,71.0,2021-02-12,9.0,Cal St. Bakersfield,76.0,9.0,10.0,7,14.0,5.0
Lipscomb,60.0,2021-02-12,-5.5,Jacksonville,66.0,-5.0,-4.0,-4,-7.0,6.0
North Texas,65.0,2021-02-12,-9.0,Southern Miss,49.0,-10.0,-10.0,-9,-4.0,-16.0
Merrimack,72.0,2021-02-12,-4.5,Central Connecticut,52.0,-3.0,-3.0,-2,-10.0,-20.0
Long Beach St.,66.0,2021-02-12,7.5,UC Davis,68.0,6.0,8.0,7,8.0,2.0
Presbyterian,57.0,2021-02-12,2.5,Hampton,62.0,1.0,0.0,3,-6.0,5.0
FIU,59.0,2021-02-12,7.5,UTEP,75.0,8.0,9.0,8,8.0,16.0
Denver,69.0,2021-02-12,6.0,Western Illinois,75.0,6.0,4.0,7,2.0,6.0
Nebraska Omaha,52.0,2021-02-12,6.5,UMKC,62.0,7.0,8.0,7,8.0,10.0
Manhattan,67.0,2021-02-12,5.0,Iona,85.0,9.0,9.0,7,3.0,18.0
Stetson,74.0,2021-02-12,-6.0,Kennesaw St.,61.0,-9.0,-9.0,-8,-3.0,-13.0
Dixie St.,72.0,2021-02-12,9.5,Utah Valley,87.0,9.0,9.0,10,10.0,15.0
Southeast Missouri St.,60.0,2021-02-12,13.0,Murray St.,80.0,12.0,12.0,11,16.0,20.0
North Florida,61.0,2021-02-12,12.0,Liberty,73.0,15.0,16.0,13,6.0,12.0
Middle Tennessee,79.0,2021-02-12,17.5,Marshall,107.0,16.0,18.0,16,4.0,28.0
Milwaukee,81.0,2021-02-12,17.0,Wright St.,92.0,19.0,17.0,19,9.0,11.0
Villanova,70.0,2021-02-13,-2.5,Creighton,86.0,-1.0,-2.0,-1,2.0,16.0
Tennessee,65.0,2021-02-13,-3.0,LSU,78.0,0.0,3.0,-1,2.0,13.0
Arkansas,86.0,2021-02-13,3.5,Missouri,81.0,1.0,0.0,1,2.0,-5.0
Oklahoma,91.0,2021-02-13,2.5,West Virginia,90.0,5.0,5.0,3,7.0,-1.0
Loyola Chicago,81.0,2021-02-13,-3.5,Drake,54.0,-1.0,-1.0,-3,0.0,-27.0
Oregon,63.0,2021-02-13,2.0,Arizona,61.0,4.0,6.0,2,5.0,-2.0
Connecticut,80.0,2021-02-13,4.0,Xavier,72.0,2.0,2.0,2,6.0,-8.0
Iowa,88.0,2021-02-13,-5.0,Michigan St.,58.0,-7.0,-10.0,-7,-2.0,-30.0
Indiana,59.0,2021-02-13,6.5,Ohio St.,78.0,8.0,8.0,6,1.0,19.0
Duke,69.0,2021-02-13,-3.5,N.C. State,53.0,-1.0,-3.0,-2,-3.0,-16.0
Auburn,80.0,2021-02-13,3.0,Kentucky,82.0,2.0,0.0,2,-6.0,2.0
Mississippi,81.0,2021-02-13,-1.5,South Carolina,74.0,-1.0,-2.0,-1,4.0,-7.0
Utah,66.0,2021-02-13,4.5,Stanford,73.0,3.0,4.0,3,3.0,7.0
North Carolina,48.0,2021-02-13,6.0,Virginia,60.0,9.0,9.0,7,10.0,12.0
Providence,57.0,2021-02-13,-2.5,DePaul,47.0,-2.0,-2.0,-2,3.0,-10.0
Saint Mary's,58.0,2021-02-13,-0.5,Pepperdine,60.0,-2.0,-4.0,-2,-4.0,2.0
UAB,64.0,2021-02-13,2.0,Louisiana Tech,69.0,3.0,3.0,3,11.0,5.0
USC,76.0,2021-02-13,-8.0,Washington St.,65.0,-9.0,-10.0,-8,-3.0,-11.0
Bradley,58.0,2021-02-13,2.5,Missouri St.,80.0,2.0,-0.0,2,-5.0,22.0
Pacific,76.0,2021-02-13,2.0,Loyola Marymount,80.0,4.0,5.0,3,4.0,4.0
UC Irvine,73.0,2021-02-13,-1.0,UC Riverside,67.0,3.0,1.0,3,11.0,-6.0
UNC Greensboro,77.0,2021-02-13,-2.0,Mercer,74.0,-1.0,-1.0,-1,2.0,-3.0
South Dakota St.,86.0,2021-02-13,-3.5,Oral Roberts,103.0,-4.0,-4.0,-4,-6.0,17.0
Wofford,49.0,2021-02-13,2.0,East Tennessee St.,71.0,3.0,3.0,2,6.0,22.0
Gonzaga,100.0,2021-02-13,-16.0,San Francisco,61.0,-15.0,-18.0,-17,-16.0,-39.0
Colgate,84.0,2021-02-13,-6.0,Army,74.0,-4.0,-5.0,-4,-9.0,-10.0
Kansas,64.0,2021-02-13,-11.0,Iowa St.,50.0,-11.0,-14.0,-10,-7.0,-14.0
Boston College,67.0,2021-02-13,11.0,Syracuse,75.0,10.0,12.0,9,7.0,8.0
UCLA,64.0,2021-02-13,-9.5,Washington,61.0,-11.0,-14.0,-9,-3.0,-3.0
Hofstra,89.0,2021-02-13,1.5,James Madison,93.0,2.0,2.0,2,4.0,4.0
Vanderbilt,72.0,2021-02-13,7.5,Mississippi St.,51.0,10.0,9.0,8,8.0,-21.0
Detroit,64.0,2021-02-13,2.5,Cleveland St.,71.0,2.0,3.0,2,1.0,7.0
TCU,55.0,2021-02-13,12.0,Texas,70.0,13.0,12.0,12,7.0,15.0
Eastern Washington,85.0,2021-02-13,-3.5,Montana St.,69.0,-4.0,-4.0,-3,-3.0,-16.0
Colorado,62.0,2021-02-13,-11.0,California,71.0,-13.0,-12.0,-12,-6.0,9.0
Georgia,82.0,2021-02-13,13.0,Alabama,115.0,13.0,14.0,14,10.0,33.0
Weber St.,91.0,2021-02-13,-1.5,Montana,82.0,1.0,1.0,2,10.0,-9.0
Morehead St.,58.0,2021-02-13,10.0,Belmont,73.0,9.0,11.0,8,7.0,15.0
UC Santa Barbara,81.0,2021-02-13,-5.5,Hawaii,74.0,-7.0,-7.0,-6,-10.0,-7.0
Florida Atlantic,75.0,2021-02-13,4.0,UTSA,86.0,4.0,4.0,4,-4.0,11.0
Wake Forest,85.0,2021-02-13,13.5,Florida St.,92.0,14.0,16.0,13,14.0,7.0
Bowling Green,88.0,2021-02-13,8.0,Toledo,81.0,11.0,12.0,10,13.0,-7.0
Northern Kentucky,71.0,2021-02-13,0.5,Green Bay,66.0,0.0,0.0,1,4.0,-5.0
New Mexico St.,65.0,2021-02-13,-6.5,Seattle,58.0,-4.0,-2.0,-4,3.0,-7.0
UMass Lowell,69.0,2021-02-13,5.0,Albany,81.0,2.0,2.0,2,-6.0,12.0
Charlotte,45.0,2021-02-13,4.5,Old Dominion,64.0,6.0,4.0,4,2.0,19.0
Oakland,86.0,2021-02-13,-2.5,Robert Morris,81.0,-1.0,-2.0,-1,4.0,-5.0
Sacramento St.,71.0,2021-02-13,2.5,Cal Baptist,83.0,1.0,3.0,1,-1.0,12.0
Rice,66.0,2021-02-13,10.0,Western Kentucky,89.0,11.0,10.0,10,12.0,23.0
Canisius,89.0,2021-02-13,1.0,Quinnipiac,70.0,-2.0,-2.0,-1,-5.0,-19.0
UNLV,59.0,2021-02-13,9.0,Boise St.,61.0,12.0,13.0,11,15.0,2.0
South Alabama,58.0,2021-02-13,-2.0,Troy,51.0,-2.0,-1.0,-1,-2.0,-7.0
Norfolk St.,74.0,2021-02-13,4.0,Morgan St.,69.0,3.0,3.0,3,5.0,-5.0
Bellarmine,87.0,2021-02-13,-4.5,North Alabama,63.0,-4.0,-3.0,-4,-1.0,-24.0
Loyola MD,94.0,2021-02-13,3.0,Lafayette,97.0,4.0,2.0,3,5.0,3.0
Illinois Chicago,81.0,2021-02-13,1.0,IUPUI,88.0,2.0,1.0,2,4.0,7.0
Illinois St.,80.0,2021-02-13,5.5,Southern Illinois,55.0,4.0,4.0,4,6.0,-25.0
Valparaiso,70.0,2021-02-13,7.0,Northern Iowa,57.0,6.0,6.0,6,4.0,-13.0
Arkansas St.,67.0,2021-02-13,6.0,Little Rock,65.0,6.0,8.0,5,15.0,-2.0
Northeastern,76.0,2021-02-13,-2.5,Towson,67.0,-5.0,-5.0,-5,-4.0,-9.0
Louisiana,88.0,2021-02-13,-3.0,Louisiana Monroe,72.0,-5.0,-6.0,-4,-0.0,-16.0
Texas Southern,75.0,2021-02-13,-3.5,Grambling St.,73.0,-3.0,-4.0,-3,6.0,-2.0
Samford,56.0,2021-02-13,5.5,VMI,85.0,6.0,5.0,6,6.0,29.0
Lipscomb,71.0,2021-02-13,-5.5,Jacksonville,69.0,-4.0,-4.0,-2,6.0,-2.0
Eastern Illinois,67.0,2021-02-13,-1.0,Tennessee Tech,80.0,0.0,1.0,1,-2.0,13.0
UC San Diego,50.0,2021-02-13,8.0,Cal St. Bakersfield,65.0,9.0,11.0,7,16.0,15.0
Long Beach St.,76.0,2021-02-13,6.5,UC Davis,78.0,6.0,6.0,6,6.0,2.0
Lamar,75.0,2021-02-13,1.5,Houston Baptist,80.0,2.0,0.0,2,6.0,5.0
UT Arlington,68.0,2021-02-13,5.5,Texas St.,79.0,8.0,10.0,7,7.0,11.0
Boston University,65.0,2021-02-13,-6.0,Holy Cross,82.0,-5.0,-7.0,-4,-3.0,17.0
Purdue Fort Wayne,70.0,2021-02-13,6.0,Youngstown St.,72.0,7.0,6.0,5,8.0,2.0
Elon,53.0,2021-02-13,7.5,Charleston,71.0,6.0,5.0,5,10.0,18.0
The Citadel,66.0,2021-02-13,10.0,Chattanooga,70.0,8.0,9.0,8,7.0,4.0
North Texas,68.0,2021-02-13,-9.5,Southern Miss,56.0,-11.0,-10.0,-10,-13.0,-12.0
Fresno St.,67.0,2021-02-13,-4.5,Air Force,64.0,-7.0,-8.0,-5,-9.0,-3.0
Nicholls St.,86.0,2021-02-13,-6.0,Southeastern Louisiana,84.0,-5.0,-4.0,-6,-6.0,-2.0
Alabama A&M,58.0,2021-02-13,-4.5,Alabama St.,72.0,-3.0,-4.0,-4,6.0,14.0
McNeese St.,66.0,2021-02-13,5.0,Northwestern St.,69.0,5.0,3.0,6,3.0,3.0
Eastern Kentucky,93.0,2021-02-13,-7.0,Tennessee St.,73.0,-7.0,-7.0,-7,-2.0,-20.0
South Dakota,76.0,2021-02-13,-6.5,North Dakota,85.0,-9.0,-8.0,-8,-12.0,9.0
Denver,75.0,2021-02-13,6.5,Western Illinois,82.0,6.0,5.0,6,5.0,7.0
SIU Edwardsville,60.0,2021-02-13,9.0,Jacksonville St.,80.0,8.0,8.0,8,8.0,20.0
Southeast Missouri St.,63.0,2021-02-13,10.0,Austin Peay,78.0,10.0,11.0,8,4.0,15.0
Nebraska Omaha,47.0,2021-02-13,7.5,UMKC,55.0,8.0,9.0,7,9.0,8.0
FIU,68.0,2021-02-13,8.5,UTEP,77.0,9.0,10.0,9,7.0,9.0
Southern,,2021-02-13,-7.5,Arkansas Pine Bluff,,-7.0,-9.0,-7,-14.0,
Manhattan,77.0,2021-02-13,8.0,Iona,70.0,10.0,10.0,9,10.0,-7.0
Stetson,75.0,2021-02-13,-6.5,Kennesaw St.,83.0,-9.0,-9.0,-8,-6.0,8.0
Kansas St.,60.0,2021-02-13,13.5,Oklahoma St.,67.0,16.0,14.0,16,21.0,7.0
Western Carolina,70.0,2021-02-13,13.5,Furman,88.0,14.0,14.0,13,6.0,18.0
Stony Brook,78.0,2021-02-13,10.5,Vermont,86.0,14.0,15.0,12,11.0,8.0
Saint Louis,68.0,2021-02-13,-16.5,Fordham,40.0,-17.0,-20.0,-15,-13.0,-28.0
Dixie St.,93.0,2021-02-13,10.0,Utah Valley,89.0,10.0,10.0,10,10.0,-4.0
Central Arkansas,57.0,2021-02-13,12.0,Sam Houston St.,97.0,10.0,8.0,11,9.0,40.0
North Florida,60.0,2021-02-13,11.5,Liberty,80.0,15.0,16.0,13,10.0,20.0
Milwaukee,82.0,2021-02-13,15.5,Wright St.,92.0,18.0,16.0,19,9.0,10.0
Idaho,58.0,2021-02-13,10.5,Idaho St.,64.0,13.0,13.0,12,23.0,6.0
Middle Tennessee,85.0,2021-02-13,17.0,Marshall,96.0,17.0,19.0,18,17.0,11.0
Alcorn St.,70.0,2021-02-13,-15.0,Mississippi Valley St.,56.0,-16.0,-16.0,-13,6.0,-14.0
Northern Illinois,58.0,2021-02-13,15.0,Kent St.,80.0,17.0,15.0,16,10.0,22.0
Tennessee Martin,55.0,2021-02-13,18.0,Murray St.,84.0,18.0,21.0,17,17.0,29.0
Texas A&M Corpus Chris,55.0,2021-02-13,20.0,Abilene Christian,83.0,21.0,22.0,19,28.0,28.0
Michigan,67.0,2021-02-14,1.0,Wisconsin,59.0,-1.0,-2.0,-1,2.0,-8.0
Minnesota,59.0,2021-02-14,2.5,Maryland,72.0,1.0,2.0,1,9.0,13.0
Loyola Chicago,50.0,2021-02-14,-5.5,Drake,51.0,-4.0,-4.0,-6,-12.0,1.0
Pittsburgh,65.0,2021-02-14,5.0,Georgia Tech,71.0,5.0,4.0,5,12.0,6.0
UCF,68.0,2021-02-14,5.5,Cincinnati,69.0,4.0,5.0,3,7.0,1.0
Oregon St.,73.0,2021-02-14,5.0,Arizona St.,75.0,5.0,7.0,6,4.0,2.0
South Dakota St.,95.0,2021-02-14,-3.0,Oral Roberts,80.0,-1.0,-2.0,-1,9.0,-15.0
Bradley,57.0,2021-02-14,10.0,Missouri St.,72.0,4.0,3.0,4,6.0,15.0
Colgate,92.0,2021-02-14,-6.0,Army,83.0,-4.0,-5.0,-4,-5.0,-9.0
Miami FL,61.0,2021-02-14,7.0,Notre Dame,71.0,9.0,8.0,9,14.0,10.0
Hofstra,70.0,2021-02-14,2.0,James Madison,74.0,2.0,2.0,1,5.0,4.0
Tulane,62.0,2021-02-14,4.5,South Florida,59.0,7.0,5.0,5,-0.0,-3.0
Indiana St.,76.0,2021-02-14,-3.5,Evansville,70.0,-3.0,-1.0,-4,5.0,-6.0
Nebraska,62.0,2021-02-14,11.5,Penn St.,61.0,13.0,12.0,12,10.0,-1.0
Illinois St.,49.0,2021-02-14,4.0,Southern Illinois,59.0,1.0,0.0,1,-9.0,10.0
Valparaiso,60.0,2021-02-14,5.5,Northern Iowa,74.0,4.0,4.0,4,-3.0,14.0
Lafayette,69.0,2021-02-14,2.5,Loyola MD,88.0,1.0,3.0,2,-2.0,19.0
Sacramento St.,70.0,2021-02-14,3.5,Cal Baptist,69.0,2.0,3.0,2,5.0,-1.0
Norfolk St.,68.0,2021-02-14,3.0,Morgan St.,65.0,3.0,4.0,2,2.0,-3.0
Northeastern,57.0,2021-02-14,-3.0,Towson,68.0,-5.0,-5.0,-6,-3.0,11.0
South Dakota,81.0,2021-02-14,-5.5,North Dakota,85.0,-7.0,-7.0,-6,-0.0,4.0
Elon,66.0,2021-02-14,7.5,Charleston,55.0,7.0,6.0,6,17.0,-11.0
Holy Cross,68.0,2021-02-14,7.5,Boston University,86.0,7.0,6.0,6,4.0,18.0
Stony Brook,57.0,2021-02-14,11.5,Vermont,61.0,14.0,14.0,12,14.0,4.0
Virginia,60.0,2021-02-15,1.5,Florida St.,81.0,0.0,0.0,-1,5.0,21.0
East Tennessee St.,51.0,2021-02-15,1.0,Chattanooga,53.0,-0.0,-0.0,-1,-3.0,2.0
Washington,65.0,2021-02-15,7.0,Washington St.,63.0,7.0,7.0,7,18.0,-2.0
Texas Southern,,2021-02-15,0.0,Jackson St.,,-1.0,1.0,-1,4.0,
USC Upstate,65.0,2021-02-15,1.0,Presbyterian,75.0,2.0,3.0,1,6.0,10.0
Murray St.,86.0,2021-02-15,-11.5,SIU Edwardsville,57.0,-7.0,-9.0,-7,-12.0,-29.0
Stephen F. Austin,89.0,2021-02-15,-9.5,New Orleans,79.0,-7.0,-9.0,-8,-16.0,-10.0
Eastern Kentucky,83.0,2021-02-15,-8.0,Tennessee Tech,72.0,-7.0,-8.0,-8,-3.0,-11.0
Hampton,73.0,2021-02-15,5.0,Longwood,83.0,8.0,10.0,7,1.0,10.0
Florida,64.0,2021-02-16,4.5,Arkansas,75.0,4.0,4.0,3,-1.0,11.0
Xavier,84.0,2021-02-16,1.0,St. John's,93.0,1.0,0.0,1,3.0,9.0
Missouri,70.0,2021-02-16,-3.5,Georgia,80.0,-3.0,-3.0,-3,8.0,10.0
Providence,61.0,2021-02-16,5.5,Connecticut,73.0,7.0,9.0,6,3.0,12.0
Michigan St.,65.0,2021-02-16,6.0,Purdue,75.0,9.0,9.0,7,8.0,10.0
Dayton,89.0,2021-02-16,3.0,Rhode Island,91.0,3.0,3.0,3,2.0,2.0
Loyola Marymount,76.0,2021-02-16,-3.5,Santa Clara,73.0,-1.0,-1.0,-1,-2.0,-3.0
Bowling Green,75.0,2021-02-16,-2.0,Ball St.,62.0,-0.0,-2.0,1,1.0,-13.0
Northwestern,66.0,2021-02-16,12.5,Illinois,73.0,14.0,12.0,13,10.0,7.0
Temple,66.0,2021-02-16,4.0,Tulsa,72.0,5.0,5.0,5,3.0,6.0
Nebraska,50.0,2021-02-16,10.0,Maryland,64.0,11.0,11.0,10,3.0,14.0
Texas Southern,,2021-02-16,-1.0,Jackson St.,,-1.0,0.0,-1,4.0,
Austin Peay,81.0,2021-02-16,-6.5,Southeast Missouri St.,86.0,-4.0,-5.0,-4,1.0,5.0
Miami OH,75.0,2021-02-16,11.5,Toledo,87.0,13.0,13.0,11,6.0,12.0
Iowa St.,58.0,2021-02-16,10.5,Oklahoma St.,76.0,12.0,13.0,13,13.0,18.0
Wagner,61.0,2021-02-16,3.5,Mount St. Mary's,39.0,5.0,7.0,4,-3.0,-22.0
Kent St.,76.0,2021-02-16,-9.5,Western Michigan,69.0,-10.0,-11.0,-9,-10.0,-7.0
La Salle,57.0,2021-02-16,16.0,Saint Louis,78.0,16.0,17.0,15,15.0,21.0
Northern Illinois,76.0,2021-02-16,16.5,Akron,81.0,19.0,18.0,17,18.0,5.0
Minnesota,72.0,2021-02-17,6.5,Indiana,82.0,4.0,4.0,3,5.0,10.0
Utah St.,70.0,2021-02-17,1.5,Boise St.,79.0,2.0,2.0,1,5.0,9.0
Richmond,56.0,2021-02-17,1.5,VCU,68.0,3.0,5.0,3,1.0,12.0
Syracuse,,2021-02-17,4.5,Louisville,,5.0,5.0,4,1.0,
N.C. State,74.0,2021-02-17,4.0,Pittsburgh,73.0,4.0,3.0,3,-0.0,-1.0
Duke,84.0,2021-02-17,-6.5,Wake Forest,60.0,-5.0,-8.0,-5,-7.0,-24.0
Kentucky,82.0,2021-02-17,-3.5,Vanderbilt,78.0,-2.0,-3.0,-3,1.0,-4.0
Marquette,73.0,2021-02-17,2.0,Butler,57.0,1.0,-0.0,1,4.0,-16.0
South Florida,65.0,2021-02-17,3.5,UCF,81.0,4.0,4.0,3,5.0,16.0
South Carolina,73.0,2021-02-17,12.0,Tennessee,93.0,11.0,11.0,10,8.0,20.0
UNC Greensboro,77.0,2021-02-17,-4.5,VMI,88.0,-2.0,-3.0,-3,-1.0,11.0
Arizona St.,71.0,2021-02-17,10.0,USC,89.0,13.0,14.0,12,9.0,18.0
Drake,77.0,2021-02-17,-6.0,Northern Iowa,69.0,-8.0,-8.0,-8,-0.0,-8.0
Mercer,71.0,2021-02-17,4.5,East Tennessee St.,64.0,5.0,5.0,5,3.0,-7.0
Nebraska,71.0,2021-02-17,10.5,Maryland,79.0,11.0,12.0,10,12.0,8.0
Missouri St.,68.0,2021-02-17,-5.5,Southern Illinois,53.0,-7.0,-6.0,-7,-8.0,-15.0
Iona,70.0,2021-02-17,-6.5,Quinnipiac,74.0,-4.0,-5.0,-1,-5.0,4.0
Wagner,57.0,2021-02-17,3.0,Mount St. Mary's,55.0,1.0,2.0,1,-3.0,-2.0
Kansas,59.0,2021-02-17,-13.0,Kansas St.,41.0,-13.0,-12.0,-13,-3.0,-18.0
Wyoming,83.0,2021-02-17,-6.0,New Mexico,74.0,-3.0,-4.0,-4,-0.0,-9.0
Boston University,78.0,2021-02-17,-3.5,Holy Cross,69.0,-3.0,-4.0,-2,4.0,-9.0
Sacred Heart,82.0,2021-02-17,-1.0,Central Connecticut,70.0,-2.0,-1.0,-1,-3.0,-12.0
Evansville,73.0,2021-02-17,6.5,Indiana St.,87.0,9.0,10.0,8,12.0,14.0
The Citadel,67.0,2021-02-17,8.5,Wofford,81.0,9.0,9.0,9,12.0,14.0
Northeastern,62.0,2021-02-17,16.5,North Carolina,82.0,15.0,16.0,13,7.0,20.0
Western Carolina,81.0,2021-02-17,7.5,Chattanooga,89.0,8.0,8.0,8,5.0,8.0
Samford,64.0,2021-02-17,15.5,Furman,78.0,15.0,15.0,15,13.0,14.0
Valparaiso,52.0,2021-02-17,20.0,Loyola Chicago,54.0,23.0,24.0,21,18.0,2.0
Iowa,77.0,2021-02-18,1.5,Wisconsin,62.0,-3.0,-4.0,-1,-4.0,-15.0
Ohio St.,92.0,2021-02-18,-4.5,Penn St.,82.0,-4.0,-3.0,-5,1.0,-10.0
Colorado,56.0,2021-02-18,3.0,Oregon,60.0,-0.0,0.0,-1,-4.0,4.0
Arizona,60.0,2021-02-18,2.0,UCLA,74.0,3.0,2.0,2,7.0,14.0
Houston,63.0,2021-02-18,-7.5,Wichita St.,68.0,-9.0,-8.0,-8,6.0,5.0
Utah,56.0,2021-02-18,-2.5,Oregon St.,74.0,-3.0,-3.0,-3,-7.0,18.0
BYU,80.0,2021-02-18,-5.0,Pacific,52.0,-6.0,-7.0,-6,-11.0,-28.0
Loyola Marymount,68.0,2021-02-18,6.0,San Francisco,63.0,5.0,4.0,4,-7.0,-5.0
California,51.0,2021-02-18,2.5,Washington St.,82.0,4.0,3.0,4,5.0,31.0
Stanford,79.0,2021-02-18,-9.5,Washington,61.0,-8.0,-10.0,-8,-3.0,-18.0
Montana,76.0,2021-02-18,8.0,Eastern Washington,90.0,8.0,8.0,7,8.0,14.0
Saint Mary's,65.0,2021-02-18,20.0,Gonzaga,87.0,22.0,23.0,20,32.0,22.0
San Diego,71.0,2021-02-18,6.5,Santa Clara,60.0,5.0,6.0,6,7.0,-11.0
Sacramento St.,69.0,2021-02-18,6.5,Southern Utah,88.0,6.0,9.0,5,4.0,19.0
Jacksonville St.,59.0,2021-02-18,12.5,Belmont,63.0,12.0,15.0,11,17.0,4.0
William & Mary,,2021-02-18,2.0,Elon,,1.0,4.0,2,-2.0,
Illinois St.,88.0,2021-02-18,1.5,Bradley,71.0,8.0,8.0,7,12.0,-17.0
San Diego St.,67.0,2021-02-18,-14.0,Fresno St.,53.0,-13.0,-12.0,-13,-6.0,-14.0
Tennessee Tech,86.0,2021-02-18,2.5,Tennessee St.,91.0,1.0,-1.0,2,6.0,5.0
SIU Edwardsville,57.0,2021-02-18,12.5,Austin Peay,79.0,10.0,12.0,9,11.0,22.0
Northern Arizona,59.0,2021-02-18,13.5,Weber St.,92.0,12.0,13.0,12,13.0,33.0
Eastern Kentucky,89.0,2021-02-18,-11.5,Tennessee Martin,72.0,-11.0,-11.0,-13,-6.0,-17.0
Eastern Illinois,68.0,2021-02-18,15.5,Murray St.,59.0,15.0,17.0,14,11.0,-9.0
Idaho,64.0,2021-02-18,12.0,Portland St.,84.0,13.0,15.0,13,12.0,20.0
Utah St.,77.0,2021-02-19,1.0,Boise St.,81.0,3.0,2.0,2,8.0,4.0
Toledo,80.0,2021-02-19,2.0,Buffalo,70.0,0.0,-1.0,-1,2.0,-10.0
Saint Louis,53.0,2021-02-19,-5.5,Dayton,76.0,-3.0,-5.0,-3,-2.0,23.0
Akron,88.0,2021-02-19,-4.0,Ball St.,79.0,-4.0,-5.0,-3,-3.0,-9.0
South Dakota St.,68.0,2021-02-19,-1.0,North Dakota St.,67.0,-1.0,-2.0,-1,-4.0,-1.0
Vermont,55.0,2021-02-19,-3.5,UMBC,66.0,-3.0,-2.0,-2,-7.0,11.0
Cal St. Bakersfield,66.0,2021-02-19,7.0,UC Santa Barbara,71.0,8.0,12.0,7,6.0,5.0
Old Dominion,69.0,2021-02-19,6.5,UAB,76.0,8.0,11.0,7,10.0,7.0
Oakland,85.0,2021-02-19,2.0,Milwaukee,81.0,1.0,3.0,2,3.0,-4.0
South Alabama,65.0,2021-02-19,1.0,Appalachian St.,63.0,2.0,5.0,3,3.0,-2.0
UC Riverside,81.0,2021-02-19,-9.0,UC San Diego,75.0,-7.0,-7.0,-6,-10.0,-6.0
Wright St.,75.0,2021-02-19,-9.5,Northern Kentucky,81.0,-10.0,-9.0,-11,-3.0,6.0
Green Bay,58.0,2021-02-19,-0.5,Illinois Chicago,61.0,-0.0,-3.0,2,6.0,3.0
Southern Miss,85.0,2021-02-19,3.0,FIU,72.0,1.0,-1.0,1,-5.0,-13.0
Hawaii,75.0,2021-02-19,-3.5,Cal St. Northridge,74.0,-4.0,-2.0,-4,-4.0,-1.0
North Dakota,62.0,2021-02-19,2.0,Nebraska Omaha,72.0,0.0,-1.0,2,-1.0,10.0
Tarleton St.,77.0,2021-02-19,0.0,Dixie St.,59.0,-1.0,1.0,1,0.0,-18.0
Wyoming,79.0,2021-02-19,-6.5,New Mexico,67.0,-4.0,-5.0,-5,-6.0,-12.0
Campbell,73.0,2021-02-19,-3.5,Hampton,68.0,-4.0,-3.0,-3,-10.0,-5.0
Cleveland St.,68.0,2021-02-19,-4.0,Purdue Fort Wayne,75.0,-5.0,-6.0,-6,-6.0,7.0
Utah Valley,69.0,2021-02-19,9.0,New Mexico St.,66.0,9.0,5.0,7,6.0,-3.0
UC Irvine,89.0,2021-02-19,-9.5,Cal St. Fullerton,78.0,-9.0,-11.0,-9,-6.0,-11.0
Winthrop,71.0,2021-02-19,-9.0,High Point,63.0,-8.0,-8.0,-9,-7.0,-8.0
Canisius,80.0,2021-02-19,-4.5,Fairfield,69.0,-6.0,-5.0,-6,1.0,-11.0
Longwood,64.0,2021-02-19,-4.0,Charleston Southern,58.0,-6.0,-6.0,-5,-5.0,-6.0
Jacksonville,75.0,2021-02-19,6.0,Stetson,91.0,6.0,5.0,6,2.0,16.0
UNLV,76.0,2021-02-19,-14.5,San Jose St.,60.0,-10.0,-13.0,-9,-2.0,-16.0
Robert Morris,74.0,2021-02-19,9.5,Detroit,85.0,10.0,10.0,9,15.0,11.0
Cal Baptist,61.0,2021-02-19,10.0,Grand Canyon,71.0,11.0,12.0,10,12.0,10.0
Troy,66.0,2021-02-19,9.5,Georgia St.,80.0,11.0,11.0,11,8.0,14.0
Cal Poly,60.0,2021-02-19,7.5,Long Beach St.,64.0,9.0,7.0,10,3.0,4.0
Denver,57.0,2021-02-19,10.0,UMKC,68.0,11.0,11.0,11,13.0,11.0
Kennesaw St.,62.0,2021-02-19,12.5,Lipscomb,76.0,13.0,15.0,13,11.0,14.0
West Virginia,84.0,2021-02-20,3.5,Texas,82.0,3.0,5.0,2,1.0,-2.0
Virginia,65.0,2021-02-20,-2.0,Duke,66.0,0.0,1.0,-1,1.0,1.0
Texas Tech,61.0,2021-02-20,1.5,Kansas,67.0,3.0,2.0,1,5.0,6.0
Illinois,94.0,2021-02-20,-4.0,Minnesota,63.0,-4.0,-3.0,-5,-0.0,-31.0
Louisville,54.0,2021-02-20,5.0,North Carolina,99.0,3.0,2.0,1,9.0,45.0
