away_x,away_y,bet,date,draft_kings,home,home_cover,lasso,linear,percent_chance,predict_kp,rf,score
UC San Diego,UC San Diego,Cal St. Bakersfield,2021-02-12,9.0,Cal St. Bakersfield,1.0,,,0.6406,7,,5.0
Akron,Akron,Miami OH,2021-02-12,-4.5,Miami OH,1.0,,,0.6237,-4,,-7.0
New Mexico St.,New Mexico St.,New Mexico St.,2021-02-12,-8.0,Seattle,0.0,,,0.6144,-6,,11.0
UAB,UAB,Louisiana Tech,2021-02-12,1.0,Louisiana Tech,1.0,,,0.614,1,,12.0
Southeast Missouri St.,Southeast Missouri St.,Murray St.,2021-02-12,13.0,Murray St.,1.0,,,0.6108,11,,20.0
Lipscomb,Lipscomb,Jacksonville,2021-02-12,-5.5,Jacksonville,1.0,,,0.6026,-4,,6.0
Little Rock,Little Rock,Arkansas St.,2021-02-12,-3.0,Arkansas St.,1.0,,,0.5971,-2,,11.0
Denver,Denver,Denver,2021-02-12,6.0,Western Illinois,0.0,,,0.59,7,,6.0
Oakland,Oakland,Oakland,2021-02-12,1.5,Robert Morris,0.0,,,0.5819,-1,,6.0
Stetson,Stetson,Kennesaw St.,2021-02-12,-6.0,Kennesaw St.,1.0,,,0.5776,-8,,-13.0
St. Bonaventure,St. Bonaventure,VCU,2021-02-12,3.0,VCU,1.0,,,0.5767,2,,3.0
Middle Tennessee,Middle Tennessee,Middle Tennessee,2021-02-12,17.5,Marshall,0.0,,,0.5639,16,,28.0
Bellarmine,Bellarmine,Bellarmine,2021-02-12,-5.5,North Alabama,0.0,,,0.5614,-4,,-2.0
North Florida,North Florida,Liberty,2021-02-12,12.0,Liberty,1.0,,,0.5573,13,,12.0
UC Irvine,UC Irvine,UC Riverside,2021-02-12,-2.0,UC Riverside,1.0,,,0.5487,1,,21.0
Tulane,Tulane,Tulane,2021-02-12,5.0,UCF,0.0,,,0.5485,6,,4.0
Purdue Fort Wayne,Purdue Fort Wayne,Youngstown St.,2021-02-12,5.5,Youngstown St.,1.0,,,0.5474,5,,14.0
Milwaukee,Milwaukee,Wright St.,2021-02-12,17.0,Wright St.,1.0,,,0.5432,19,,11.0
Nebraska Omaha,Nebraska Omaha,Nebraska Omaha,2021-02-12,6.5,UMKC,0.0,,,0.5405,7,,10.0
UC Santa Barbara,UC Santa Barbara,UC Santa Barbara,2021-02-12,-5.0,Hawaii,0.0,,,0.5404,-6,,-9.0
UMass Lowell,UMass Lowell,Albany,2021-02-12,3.0,Albany,1.0,,,0.5402,3,,-8.0
Northern Kentucky,Northern Kentucky,Northern Kentucky,2021-02-12,-1.5,Green Bay,0.0,,,0.5372,-1,,4.0
Florida Atlantic,Florida Atlantic,UTSA,2021-02-12,4.0,UTSA,1.0,,,0.5358,3,,4.0
Illinois,Illinois,Nebraska,2021-02-12,-14.5,Nebraska,1.0,,,0.525,-14,,-5.0
North Texas,North Texas,North Texas,2021-02-12,-9.0,Southern Miss,0.0,,,0.5216,-9,,-16.0
Canisius,Canisius,Quinnipiac,2021-02-12,4.5,Quinnipiac,1.0,,,0.5203,1,,-7.0
Detroit,Detroit,Detroit,2021-02-12,2.5,Cleveland St.,0.0,,,0.5088,3,,-6.0
Manhattan,Manhattan,Iona,2021-02-12,5.0,Iona,1.0,,,0.5033,7,,18.0
Long Beach St.,Long Beach St.,UC Davis,2021-02-12,7.5,UC Davis,1.0,,,0.5022,7,,2.0
Dixie St.,Dixie St.,Dixie St.,2021-02-12,9.5,Utah Valley,0.0,,,0.5005,10,,15.0
Tennessee Martin,Tennessee Martin,Murray St.,2021-02-13,18.0,Murray St.,1.0,,,0.7465,17,,29.0
Nebraska Omaha,Nebraska Omaha,UMKC,2021-02-13,7.5,UMKC,1.0,,,0.7406,7,,8.0
Fresno St.,Fresno St.,Fresno St.,2021-02-13,-4.5,Air Force,0.0,,,0.7364,-5,,-3.0
Lipscomb,Lipscomb,Jacksonville,2021-02-13,-5.5,Jacksonville,1.0,,,0.7333,-2,,-2.0
Texas A&M Corpus Chris,Texas A&M Corpus Chris,Abilene Christian,2021-02-13,20.0,Abilene Christian,1.0,,,0.7306,19,,28.0
FIU,FIU,UTEP,2021-02-13,8.5,UTEP,1.0,,,0.7240000000000001,9,,9.0
UAB,UAB,Louisiana Tech,2021-02-13,2.0,Louisiana Tech,1.0,,,0.7236,3,,5.0
Louisiana,Louisiana,Louisiana Monroe,2021-02-13,-3.0,Louisiana Monroe,1.0,,,0.7122,-4,,-16.0
Long Beach St.,Long Beach St.,Long Beach St.,2021-02-13,6.5,UC Davis,0.0,,,0.7036,6,,2.0
Southeast Missouri St.,Southeast Missouri St.,Austin Peay,2021-02-13,10.0,Austin Peay,1.0,,,0.7003,8,,15.0
Boston College,Boston College,Boston College,2021-02-13,11.0,Syracuse,0.0,,,0.6986,9,,8.0
Pacific,Pacific,Loyola Marymount,2021-02-13,2.0,Loyola Marymount,1.0,,,0.6984,3,,4.0
Bradley,Bradley,Missouri St.,2021-02-13,2.5,Missouri St.,1.0,,,0.6911,2,,22.0
Purdue Fort Wayne,Purdue Fort Wayne,Youngstown St.,2021-02-13,6.0,Youngstown St.,1.0,,,0.691,5,,2.0
North Texas,North Texas,North Texas,2021-02-13,-9.5,Southern Miss,0.0,,,0.6909,-10,,-12.0
Wake Forest,Wake Forest,Wake Forest,2021-02-13,13.5,Florida St.,0.0,,,0.6846,13,,7.0
TCU,TCU,TCU,2021-02-13,12.0,Texas,0.0,,,0.6836,12,,15.0
Dixie St.,Dixie St.,Utah Valley,2021-02-13,10.0,Utah Valley,1.0,,,0.6827,10,,-4.0
Bellarmine,Bellarmine,North Alabama,2021-02-13,-4.5,North Alabama,1.0,,,0.6812,-4,,-24.0
Arkansas St.,Arkansas St.,Little Rock,2021-02-13,6.0,Little Rock,1.0,,,0.6757,5,,-2.0
Weber St.,Weber St.,Montana,2021-02-13,-1.5,Montana,1.0,,,0.6749,2,,-9.0
Illinois St.,Illinois St.,Southern Illinois,2021-02-13,5.5,Southern Illinois,1.0,,,0.6733,4,,-25.0
Mississippi,Mississippi,South Carolina,2021-02-13,-1.5,South Carolina,1.0,,,0.6731,-1,,-7.0
Tennessee,Tennessee,Tennessee,2021-02-13,-3.0,LSU,0.0,,,0.6687,-1,,13.0
Gonzaga,Gonzaga,San Francisco,2021-02-13,-16.0,San Francisco,1.0,,,0.6547,-17,,-39.0
Oregon,Oregon,Arizona,2021-02-13,2.0,Arizona,1.0,,,0.6533,2,,-2.0
Middle Tennessee,Middle Tennessee,Marshall,2021-02-13,17.0,Marshall,1.0,,,0.6526,18,,11.0
Charlotte,Charlotte,Charlotte,2021-02-13,4.5,Old Dominion,0.0,,,0.6505,4,,19.0
Idaho,Idaho,Idaho St.,2021-02-13,10.5,Idaho St.,1.0,,,0.65,12,,6.0
Southern,,Southern,2021-02-13,-7.5,Arkansas Pine Bluff,0.0,,,0.6482,-7,,
Loyola MD,Loyola MD,Lafayette,2021-02-13,3.0,Lafayette,1.0,,,0.6478,3,,3.0
Georgia,Georgia,Georgia,2021-02-13,13.0,Alabama,0.0,,,0.6469,14,,33.0
Manhattan,Manhattan,Iona,2021-02-13,8.0,Iona,1.0,,,0.6461,9,,-7.0
Eastern Washington,Eastern Washington,Eastern Washington,2021-02-13,-3.5,Montana St.,0.0,,,0.6424,-3,,-16.0
Rice,Rice,Rice,2021-02-13,10.0,Western Kentucky,0.0,,,0.6414,10,,23.0
Sacramento St.,Sacramento St.,Cal Baptist,2021-02-13,2.5,Cal Baptist,1.0,,,0.6409999999999999,1,,12.0
Oakland,Oakland,Robert Morris,2021-02-13,-2.5,Robert Morris,1.0,,,0.6355,-1,,-5.0
Kansas,Kansas,Iowa St.,2021-02-13,-11.0,Iowa St.,1.0,,,0.6337,-10,,-14.0
Alcorn St.,Alcorn St.,Alcorn St.,2021-02-13,-15.0,Mississippi Valley St.,0.0,,,0.6322,-13,,-14.0
Western Carolina,Western Carolina,Furman,2021-02-13,13.5,Furman,1.0,,,0.6314,13,,18.0
SIU Edwardsville,SIU Edwardsville,Jacksonville St.,2021-02-13,9.0,Jacksonville St.,1.0,,,0.6246,8,,20.0
Arkansas,Arkansas,Missouri,2021-02-13,3.5,Missouri,1.0,,,0.6243,1,,-5.0
UC Irvine,UC Irvine,UC Riverside,2021-02-13,-1.0,UC Riverside,1.0,,,0.6235,3,,-6.0
Denver,Denver,Denver,2021-02-13,6.5,Western Illinois,0.0,,,0.616,6,,7.0
McNeese St.,McNeese St.,McNeese St.,2021-02-13,5.0,Northwestern St.,0.0,,,0.616,6,,3.0
Alabama A&M,Alabama A&M,Alabama A&M,2021-02-13,-4.5,Alabama St.,0.0,,,0.6152,-4,,14.0
Loyola Chicago,Loyola Chicago,Drake,2021-02-13,-3.5,Drake,1.0,,,0.6124,-3,,-27.0
UNLV,UNLV,Boise St.,2021-02-13,9.0,Boise St.,1.0,,,0.6118,11,,2.0
Bowling Green,Bowling Green,Bowling Green,2021-02-13,8.0,Toledo,0.0,,,0.6086,10,,-7.0
South Alabama,South Alabama,Troy,2021-02-13,-2.0,Troy,1.0,,,0.6052,-1,,-7.0
UC San Diego,UC San Diego,Cal St. Bakersfield,2021-02-13,8.0,Cal St. Bakersfield,1.0,,,0.6004,7,,15.0
Central Arkansas,Central Arkansas,Central Arkansas,2021-02-13,12.0,Sam Houston St.,0.0,,,0.5999,11,,40.0
Northern Kentucky,Northern Kentucky,Green Bay,2021-02-13,0.5,Green Bay,1.0,,,0.598,1,,-5.0
Milwaukee,Milwaukee,Milwaukee,2021-02-13,15.5,Wright St.,0.0,,,0.5941,19,,10.0
UC Santa Barbara,UC Santa Barbara,UC Santa Barbara,2021-02-13,-5.5,Hawaii,0.0,,,0.591,-6,,-7.0
Auburn,Auburn,Kentucky,2021-02-13,3.0,Kentucky,1.0,,,0.5897,2,,2.0
Oklahoma,Oklahoma,West Virginia,2021-02-13,2.5,West Virginia,1.0,,,0.5893,3,,-1.0
Indiana,Indiana,Indiana,2021-02-13,6.5,Ohio St.,0.0,,,0.5883,6,,19.0
Connecticut,Connecticut,Xavier,2021-02-13,4.0,Xavier,1.0,,,0.5845,2,,-8.0
Saint Mary's,Saint Mary's,Saint Mary's,2021-02-13,-0.5,Pepperdine,0.0,,,0.5814,-2,,2.0
Stetson,Stetson,Stetson,2021-02-13,-6.5,Kennesaw St.,0.0,,,0.5708,-8,,8.0
Detroit,Detroit,Detroit,2021-02-13,2.5,Cleveland St.,0.0,,,0.5696,2,,7.0
Valparaiso,Valparaiso,Valparaiso,2021-02-13,7.0,Northern Iowa,0.0,,,0.5684,6,,-13.0
Norfolk St.,Norfolk St.,Norfolk St.,2021-02-13,4.0,Morgan St.,0.0,,,0.5669,3,,-5.0
Saint Louis,Saint Louis,Saint Louis,2021-02-13,-16.5,Fordham,0.0,,,0.5645,-15,,-28.0
Samford,Samford,Samford,2021-02-13,5.5,VMI,0.0,,,0.5597,6,,29.0
Eastern Illinois,Eastern Illinois,Eastern Illinois,2021-02-13,-1.0,Tennessee Tech,0.0,,,0.5579999999999999,1,,13.0
Lamar,Lamar,Lamar,2021-02-13,1.5,Houston Baptist,0.0,,,0.5546,2,,5.0
North Florida,North Florida,Liberty,2021-02-13,11.5,Liberty,1.0,,,0.5509,13,,20.0
Nicholls St.,Nicholls St.,Southeastern Louisiana,2021-02-13,-6.0,Southeastern Louisiana,1.0,,,0.5492,-6,,-2.0
Eastern Kentucky,Eastern Kentucky,Eastern Kentucky,2021-02-13,-7.0,Tennessee St.,0.0,,,0.5478,-7,,-20.0
Providence,Providence,DePaul,2021-02-13,-2.5,DePaul,1.0,,,0.5469,-2,,-10.0
UT Arlington,UT Arlington,Texas St.,2021-02-13,5.5,Texas St.,1.0,,,0.5446,7,,11.0
The Citadel,The Citadel,Chattanooga,2021-02-13,10.0,Chattanooga,1.0,,,0.544,8,,4.0
Illinois Chicago,Illinois Chicago,Illinois Chicago,2021-02-13,1.0,IUPUI,0.0,,,0.5433,2,,7.0
Iowa,Iowa,Iowa,2021-02-13,-5.0,Michigan St.,0.0,,,0.5416,-7,,-30.0
North Carolina,North Carolina,Virginia,2021-02-13,6.0,Virginia,1.0,,,0.5415,7,,12.0
UNC Greensboro,UNC Greensboro,Mercer,2021-02-13,-2.0,Mercer,1.0,,,0.5414,-1,,-3.0
South Dakota,South Dakota,South Dakota,2021-02-13,-6.5,North Dakota,0.0,,,0.5334,-8,,9.0
Vanderbilt,Vanderbilt,Mississippi St.,2021-02-13,7.5,Mississippi St.,1.0,,,0.5312,8,,-21.0
Northeastern,Northeastern,Towson,2021-02-13,-2.5,Towson,1.0,,,0.5309,-5,,-9.0
Kansas St.,Kansas St.,Kansas St.,2021-02-13,13.5,Oklahoma St.,0.0,,,0.5303,16,,7.0
Butler,Butler,Butler,2021-02-13,1.0,Georgetown,0.0,,,0.5297,2,,15.0
UMass Lowell,UMass Lowell,UMass Lowell,2021-02-13,5.0,Albany,0.0,,,0.5277,2,,12.0
Duke,Duke,N.C. State,2021-02-13,-3.5,N.C. State,1.0,,,0.5269,-2,,-16.0
Colgate,Colgate,Colgate,2021-02-13,-6.0,Army,0.0,,,0.5251,-4,,-10.0
Colorado,Colorado,Colorado,2021-02-13,-11.0,California,0.0,,,0.525,-12,,9.0
Stony Brook,Stony Brook,Vermont,2021-02-13,10.5,Vermont,1.0,,,0.5225,12,,8.0
South Dakota St.,South Dakota St.,Oral Roberts,2021-02-13,-3.5,Oral Roberts,1.0,,,0.5219,-4,,17.0
Florida Atlantic,Florida Atlantic,UTSA,2021-02-13,4.0,UTSA,1.0,,,0.52,4,,11.0
Elon,Elon,Charleston,2021-02-13,7.5,Charleston,1.0,,,0.5193,5,,18.0
Utah,Utah,Utah,2021-02-13,4.5,Stanford,0.0,,,0.5174,3,,7.0
Hofstra,Hofstra,James Madison,2021-02-13,1.5,James Madison,1.0,,,0.5173,2,,4.0
Wofford,Wofford,East Tennessee St.,2021-02-13,2.0,East Tennessee St.,1.0,,,0.5166,2,,22.0
Northern Illinois,Northern Illinois,Kent St.,2021-02-13,15.0,Kent St.,1.0,,,0.5129,16,,22.0
USC,USC,Washington St.,2021-02-13,-8.0,Washington St.,1.0,,,0.5129,-8,,-11.0
Texas Southern,Texas Southern,Grambling St.,2021-02-13,-3.5,Grambling St.,1.0,,,0.5097,-3,,-2.0
New Mexico St.,New Mexico St.,Seattle,2021-02-13,-6.5,Seattle,1.0,,,0.5094,-4,,-7.0
Boston University,Boston University,Boston University,2021-02-13,-6.0,Holy Cross,0.0,,,0.5053,-4,,17.0
Morehead St.,Morehead St.,Belmont,2021-02-13,10.0,Belmont,1.0,,,0.5052,8,,15.0
UCLA,UCLA,Washington,2021-02-13,-9.5,Washington,1.0,,,0.5052,-9,,-3.0
Villanova,Villanova,Creighton,2021-02-13,-2.5,Creighton,1.0,,,0.5051,-1,,16.0
Canisius,Canisius,Canisius,2021-02-13,1.0,Quinnipiac,0.0,,,0.5008,-1,,-19.0
Colgate,Colgate,Colgate,2021-02-14,-6.0,Army,0.0,,,0.7749,-4,,-9.0
Oregon St.,Oregon St.,Oregon St.,2021-02-14,5.0,Arizona St.,0.0,,,0.7538,6,,2.0
Norfolk St.,Norfolk St.,Norfolk St.,2021-02-14,3.0,Morgan St.,0.0,,,0.7325,2,,-3.0
Sacramento St.,Sacramento St.,Cal Baptist,2021-02-14,3.5,Cal Baptist,1.0,,,0.6873,2,,-1.0
Elon,Elon,Charleston,2021-02-14,7.5,Charleston,1.0,,,0.6773,6,,-11.0
Loyola Chicago,Loyola Chicago,Loyola Chicago,2021-02-14,-5.5,Drake,0.0,,,0.6621,-6,,1.0
UCF,UCF,Cincinnati,2021-02-14,5.5,Cincinnati,1.0,,,0.6534,3,,1.0
Northeastern,Northeastern,Northeastern,2021-02-14,-3.0,Towson,0.0,,,0.6511,-6,,11.0
Michigan,Michigan,Michigan,2021-02-14,1.0,Wisconsin,0.0,,,0.638,-1,,-8.0
Miami FL,Miami FL,Notre Dame,2021-02-14,7.0,Notre Dame,1.0,,,0.6363,9,,10.0
Valparaiso,Valparaiso,Valparaiso,2021-02-14,5.5,Northern Iowa,0.0,,,0.6314,4,,14.0
Hofstra,Hofstra,James Madison,2021-02-14,2.0,James Madison,1.0,,,0.6242,1,,4.0
South Dakota St.,South Dakota St.,Oral Roberts,2021-02-14,-3.0,Oral Roberts,1.0,,,0.6226,-1,,-15.0
Holy Cross,Holy Cross,Holy Cross,2021-02-14,7.5,Boston University,0.0,,,0.6088,6,,18.0
Lafayette,Lafayette,Loyola MD,2021-02-14,2.5,Loyola MD,1.0,,,0.6041,2,,19.0
Minnesota,Minnesota,Maryland,2021-02-14,2.5,Maryland,1.0,,,0.6026,1,,13.0
Tulane,Tulane,Tulane,2021-02-14,4.5,South Florida,0.0,,,0.5716,5,,-3.0
Illinois St.,Illinois St.,Southern Illinois,2021-02-14,4.0,Southern Illinois,1.0,,,0.5709,1,,10.0
Pittsburgh,Pittsburgh,Pittsburgh,2021-02-14,5.0,Georgia Tech,0.0,,,0.5632,5,,6.0
South Dakota,South Dakota,North Dakota,2021-02-14,-5.5,North Dakota,1.0,,,0.5631,-6,,4.0
Bradley,Bradley,Missouri St.,2021-02-14,10.0,Missouri St.,1.0,,,0.5529,4,,15.0
Stony Brook,Stony Brook,Stony Brook,2021-02-14,11.5,Vermont,0.0,,,0.5409,12,,4.0
Nebraska,Nebraska,Nebraska,2021-02-14,11.5,Penn St.,0.0,,,0.5171,12,,-1.0
Indiana St.,Indiana St.,Evansville,2021-02-14,-3.5,Evansville,1.0,,,0.5087,-4,,-6.0
East Tennessee St.,East Tennessee St.,East Tennessee St.,2021-02-15,1.0,Chattanooga,0.0,,,0.6559999999999999,-1,,2.0
Stephen F. Austin,Stephen F. Austin,Stephen F. Austin,2021-02-15,-9.5,New Orleans,0.0,,,0.6346,-8,,-10.0
Eastern Kentucky,Eastern Kentucky,Tennessee Tech,2021-02-15,-8.0,Tennessee Tech,1.0,,,0.5981,-8,,-11.0
Murray St.,Murray St.,SIU Edwardsville,2021-02-15,-11.5,SIU Edwardsville,1.0,,,0.5737,-7,,-29.0
Hampton,Hampton,Longwood,2021-02-15,5.0,Longwood,1.0,,,0.5733,7,,10.0
Washington,Washington,Washington St.,2021-02-15,7.0,Washington St.,1.0,,,0.5626,7,,-2.0
Virginia,Virginia,Virginia,2021-02-15,1.5,Florida St.,0.0,,,0.5171,-1,,21.0
USC Upstate,USC Upstate,USC Upstate,2021-02-15,1.0,Presbyterian,0.0,,,0.5107,1,,10.0
Texas Southern,,Texas Southern,2021-02-15,0.0,Jackson St.,0.0,,,0.5063,-1,,
Kent St.,Kent St.,Kent St.,2021-02-16,-9.5,Western Michigan,0.0,,,0.7170000000000001,-9,,-7.0
Miami OH,Miami OH,Miami OH,2021-02-16,11.5,Toledo,0.0,,,0.6789,11,,12.0
Iowa St.,Iowa St.,Iowa St.,2021-02-16,10.5,Oklahoma St.,0.0,,,0.6754,13,,18.0
La Salle,La Salle,Saint Louis,2021-02-16,16.0,Saint Louis,1.0,,,0.6682,15,,21.0
Northern Illinois,Northern Illinois,Akron,2021-02-16,16.5,Akron,1.0,,,0.6646,17,,5.0
Loyola Marymount,Loyola Marymount,Loyola Marymount,2021-02-16,-3.5,Santa Clara,0.0,,,0.6402,-1,,-3.0
Michigan St.,Michigan St.,Purdue,2021-02-16,6.0,Purdue,1.0,,,0.6376,7,,10.0
Nebraska,Nebraska,Maryland,2021-02-16,10.0,Maryland,1.0,,,0.6118,10,,14.0
Northwestern,Northwestern,Northwestern,2021-02-16,12.5,Illinois,0.0,,,0.6106,13,,7.0
Wagner,Wagner,Wagner,2021-02-16,3.5,Mount St. Mary's,0.0,,,0.6079,4,,-22.0
Florida,Florida,Arkansas,2021-02-16,4.5,Arkansas,1.0,,,0.5862,3,,11.0
Dayton,Dayton,Rhode Island,2021-02-16,3.0,Rhode Island,1.0,,,0.5858,3,,2.0
Providence,Providence,Connecticut,2021-02-16,5.5,Connecticut,1.0,,,0.5594,6,,12.0
Austin Peay,Austin Peay,Southeast Missouri St.,2021-02-16,-6.5,Southeast Missouri St.,1.0,,,0.5416,-4,,5.0
Bowling Green,Bowling Green,Ball St.,2021-02-16,-2.0,Ball St.,1.0,,,0.5251,1,,-13.0
Xavier,Xavier,Xavier,2021-02-16,1.0,St. John's,0.0,,,0.5193,1,,9.0
Temple,Temple,Temple,2021-02-16,4.0,Tulsa,0.0,,,0.5134,5,,6.0
Texas Southern,,Jackson St.,2021-02-16,-1.0,Jackson St.,1.0,,,0.5076,-1,,
Missouri,Missouri,Georgia,2021-02-16,-3.5,Georgia,1.0,,,0.5048,-3,,10.0
Nebraska,Nebraska,Maryland,2021-02-17,10.5,Maryland,1.0,,,0.7963,10,,8.0
Samford,Samford,Furman,2021-02-17,15.5,Furman,1.0,,,0.7345,15,,14.0
Utah St.,Utah St.,Boise St.,2021-02-17,1.5,Boise St.,1.0,,,0.7153,1,,9.0
Minnesota,Minnesota,Indiana,2021-02-17,6.5,Indiana,1.0,,,0.7003,3,,10.0
Kentucky,Kentucky,Vanderbilt,2021-02-17,-3.5,Vanderbilt,1.0,,,0.6947,-3,,-4.0
Western Carolina,Western Carolina,Chattanooga,2021-02-17,7.5,Chattanooga,1.0,,,0.6654,8,,8.0
Wagner,Wagner,Wagner,2021-02-17,3.0,Mount St. Mary's,0.0,,,0.6536,1,,-2.0
Marquette,Marquette,Butler,2021-02-17,2.0,Butler,1.0,,,0.6521,1,,-16.0
South Carolina,South Carolina,South Carolina,2021-02-17,12.0,Tennessee,0.0,,,0.6455,10,,20.0
Syracuse,,Louisville,2021-02-17,4.5,Louisville,1.0,,,0.6394,4,,
The Citadel,The Citadel,The Citadel,2021-02-17,8.5,Wofford,0.0,,,0.6166,9,,14.0
Northeastern,Northeastern,Northeastern,2021-02-17,16.5,North Carolina,0.0,,,0.6118,13,,20.0
South Florida,South Florida,UCF,2021-02-17,3.5,UCF,1.0,,,0.5993,3,,16.0
Arizona St.,Arizona St.,Arizona St.,2021-02-17,10.0,USC,0.0,,,0.5915,12,,18.0
N.C. State,N.C. State,N.C. State,2021-02-17,4.0,Pittsburgh,0.0,,,0.5855,3,,-1.0
Kansas,Kansas,Kansas St.,2021-02-17,-13.0,Kansas St.,1.0,,,0.5803,-13,,-18.0
Mercer,Mercer,East Tennessee St.,2021-02-17,4.5,East Tennessee St.,1.0,,,0.5765,5,,-7.0
UNC Greensboro,UNC Greensboro,VMI,2021-02-17,-4.5,VMI,1.0,,,0.5611,-3,,11.0
Richmond,Richmond,Richmond,2021-02-17,1.5,VCU,0.0,,,0.5589,3,,12.0
Missouri St.,Missouri St.,Missouri St.,2021-02-17,-5.5,Southern Illinois,0.0,,,0.5585,-7,,-15.0
Wyoming,Wyoming,New Mexico,2021-02-17,-6.0,New Mexico,1.0,,,0.5452,-4,,-9.0
Drake,Drake,Northern Iowa,2021-02-17,-6.0,Northern Iowa,1.0,,,0.5435,-8,,-8.0
Boston University,Boston University,Holy Cross,2021-02-17,-3.5,Holy Cross,1.0,,,0.5382,-2,,-9.0
Valparaiso,Valparaiso,Valparaiso,2021-02-17,20.0,Loyola Chicago,0.0,,,0.5345,21,,2.0
Iona,Iona,Quinnipiac,2021-02-17,-6.5,Quinnipiac,1.0,,,0.5258,-1,,4.0
Sacred Heart,Sacred Heart,Sacred Heart,2021-02-17,-1.0,Central Connecticut,0.0,,,0.5166,-1,,-12.0
Evansville,Evansville,Indiana St.,2021-02-17,6.5,Indiana St.,1.0,,,0.5136,8,,14.0
Duke,Duke,Wake Forest,2021-02-17,-6.5,Wake Forest,1.0,,,0.5063,-5,,-24.0
BYU,BYU,Pacific,2021-02-18,-5.0,Pacific,1.0,,,0.7249,-6,,-28.0
Eastern Illinois,Eastern Illinois,Murray St.,2021-02-18,15.5,Murray St.,1.0,,,0.7157,14,,-9.0
Loyola Marymount,Loyola Marymount,Loyola Marymount,2021-02-18,6.0,San Francisco,0.0,,,0.6321,4,,-5.0
Illinois St.,Illinois St.,Bradley,2021-02-18,1.5,Bradley,1.0,,,0.6256,7,,-17.0
Sacramento St.,Sacramento St.,Sacramento St.,2021-02-18,6.5,Southern Utah,0.0,,,0.6133,5,,19.0
SIU Edwardsville,SIU Edwardsville,Austin Peay,2021-02-18,12.5,Austin Peay,1.0,,,0.6055,9,,22.0
Northern Arizona,Northern Arizona,Northern Arizona,2021-02-18,13.5,Weber St.,0.0,,,0.6054,12,,33.0
Tennessee Tech,Tennessee Tech,Tennessee Tech,2021-02-18,2.5,Tennessee St.,0.0,,,0.6003,2,,5.0
Arizona,Arizona,Arizona,2021-02-18,2.0,UCLA,0.0,,,0.5983,2,,14.0
San Diego,San Diego,San Diego,2021-02-18,6.5,Santa Clara,0.0,,,0.5927,6,,-11.0
Idaho,Idaho,Idaho,2021-02-18,12.0,Portland St.,0.0,,,0.5919,13,,20.0
Montana,Montana,Montana,2021-02-18,8.0,Eastern Washington,0.0,,,0.5839,7,,14.0
Houston,Houston,Houston,2021-02-18,-7.5,Wichita St.,0.0,,,0.5728,-8,,5.0
Ohio St.,Ohio St.,Ohio St.,2021-02-18,-4.5,Penn St.,0.0,,,0.5683,-5,,-10.0
Stanford,Stanford,Stanford,2021-02-18,-9.5,Washington,0.0,,,0.5472,-8,,-18.0
Saint Mary's,Saint Mary's,Saint Mary's,2021-02-18,20.0,Gonzaga,0.0,,,0.5463,20,,22.0
Eastern Kentucky,Eastern Kentucky,Eastern Kentucky,2021-02-18,-11.5,Tennessee Martin,0.0,,,0.5322,-13,,-17.0
California,California,Washington St.,2021-02-18,2.5,Washington St.,1.0,,,0.5294,4,,31.0
Jacksonville St.,Jacksonville St.,Belmont,2021-02-18,12.5,Belmont,1.0,,,0.5263,11,,4.0
Utah,Utah,Utah,2021-02-18,-2.5,Oregon St.,0.0,,,0.5251,-3,,18.0
William & Mary,,Elon,2021-02-18,2.0,Elon,1.0,,,0.5205,2,,
Colorado,Colorado,Colorado,2021-02-18,3.0,Oregon,0.0,,,0.5191,-1,,4.0
Iowa,Iowa,Wisconsin,2021-02-18,1.5,Wisconsin,1.0,,,0.5122,-1,,-15.0
San Diego St.,San Diego St.,Fresno St.,2021-02-18,-14.0,Fresno St.,1.0,,,0.509,-13,,-14.0
Utah St.,Utah St.,Boise St.,2021-02-19,1.0,Boise St.,1.0,,,0.7504,2,,4.0
Utah Valley,Utah Valley,New Mexico St.,2021-02-19,9.0,New Mexico St.,1.0,,,0.6953,7,,-3.0
Old Dominion,Old Dominion,UAB,2021-02-19,6.5,UAB,1.0,,,0.682,7,,7.0
North Dakota,North Dakota,North Dakota,2021-02-19,2.0,Nebraska Omaha,0.0,,,0.6794,2,,10.0
Wyoming,Wyoming,Wyoming,2021-02-19,-6.5,New Mexico,0.0,,,0.6687,-5,,-12.0
Jacksonville,Jacksonville,Jacksonville,2021-02-19,6.0,Stetson,0.0,,,0.6673,6,,16.0
Saint Louis,Saint Louis,Dayton,2021-02-19,-5.5,Dayton,1.0,,,0.6583,-3,,23.0
Toledo,Toledo,Toledo,2021-02-19,2.0,Buffalo,0.0,,,0.6444,-1,,-10.0
Denver,Denver,UMKC,2021-02-19,10.0,UMKC,1.0,,,0.6407,11,,11.0
Troy,Troy,Troy,2021-02-19,9.5,Georgia St.,0.0,,,0.6313,11,,14.0
UC Irvine,UC Irvine,UC Irvine,2021-02-19,-9.5,Cal St. Fullerton,0.0,,,0.6267,-9,,-11.0
Cal St. Bakersfield,Cal St. Bakersfield,Cal St. Bakersfield,2021-02-19,7.0,UC Santa Barbara,0.0,,,0.6262,7,,5.0
Hawaii,Hawaii,Cal St. Northridge,2021-02-19,-3.5,Cal St. Northridge,1.0,,,0.6199,-4,,-1.0
